# Frequency (GHz),Electric Dipole Moment * 377 (Vm),Magnetic Dipole Moment (Vm)
6.607800000000000340e-01,4.493981455283280451e-04,4.081601709610592314e-03
6.682774999999999688e-01,4.595585824002139321e-04,4.126965478339551796e-03
6.757750000000000146e-01,4.698293954511759325e-04,4.172297980131233278e-03
6.832724999999999493e-01,4.802104464420363459e-04,4.217598908767498239e-03
6.907699999999999951e-01,4.907015958720501239e-04,4.262867959428933914e-03
6.982675000000000409e-01,5.013027029879441347e-04,4.308104828705328418e-03
7.057649999999999757e-01,5.120136257933214242e-04,4.353309214605961992e-03
7.132625000000000215e-01,5.228342210578648458e-04,4.398480816569841009e-03
7.207599999999999563e-01,5.337643443268365144e-04,4.443619335475581557e-03
7.282575000000000021e-01,5.448038499305705388e-04,4.488724473651567112e-03
7.357550000000000479e-01,5.559525909940601874e-04,4.533795934885357683e-03
7.432524999999999826e-01,5.672104194466603055e-04,4.578833424433488390e-03
7.507500000000000284e-01,5.785771860318098979e-04,4.623836649030588046e-03
7.582474999999999632e-01,5.900527403168814551e-04,4.668805316898866353e-03
7.657450000000000090e-01,6.016369307030896944e-04,4.713739137757083295e-03
7.732425000000000548e-01,6.133296044355444985e-04,4.758637822829305149e-03
7.807399999999999896e-01,6.251306076132060602e-04,4.803501084853909441e-03
7.882375000000000353e-01,6.370397851992201481e-04,4.848328638091900337e-03
7.957349999999999701e-01,6.490569810309231242e-04,4.893120198335553644e-03
8.032325000000000159e-01,6.611820378304195285e-04,4.937875482916456379e-03
