"Freq [GHz]","TEM mode []"
0.001,-104.654083031049
0.104413793103448,-64.2812741526365
0.207827586206897,-58.3007666790487
0.311241379310345,-54.7902281223593
0.414655172413793,-52.2947321466214
0.518068965517241,-50.3559886688497
0.62148275862069,-48.7694060981753
0.724896551724138,-47.4257110010911
0.828310344827586,-46.2596249140135
0.931724137931034,-45.2290189726066
1.03513793103448,-44.3051156189412
1.13855172413793,-43.4673804001622
1.24196551724138,-42.7006435157738
1.34537931034483,-41.993376274586
1.44879310344828,-41.3366074335093
1.55220689655172,-40.7232139603477
1.65562068965517,-40.1474409935549
1.75903448275862,-39.6045675468145
1.86244827586207,-39.0906679167147
1.96586206896552,-38.6024376991159
2.06927586206897,-38.1370644392129
2.17268965517241,-37.6921297053956
2.27610344827586,-37.2655335987064
2.37951724137931,-36.8554353735787
2.48293103448276,-36.4602055631126
2.58634482758621,-36.0783860528952
2.68975862068966,-35.7086551019238
2.7931724137931,-35.3497944126576
2.89658620689655,-35.0006548980939
3,-34.6601164475266

