"Freq [GHz]","dB(S(waveport1:1,antenna)) []"
2.58014,-41.2991821833629
2.5876375,-41.2807435437973
2.595135,-41.2623850231411
2.6026325,-41.244106148956
2.61013,-41.2259064524812
2.6176275,-41.2077854685877
2.625125,-41.1897427357329
2.6326225,-41.1717777959166
2.64012,-41.1538901946368
2.6476175,-41.1360794808465
2.655115,-41.118345206911
2.6626125,-41.1006869285659
2.67011,-41.0831042048753
2.6776075,-41.0655965981915
2.685105,-41.0481636741137
2.6926025,-41.030805001449
2.7001,-41.0135201521725
2.7075975,-40.996308701389
2.715095,-40.9791702272946
2.7225925,-40.9621043111389
2.73009,-40.9451105371881
2.7375875,-40.9281884926883
2.745085,-40.9113377678291
2.7525825,-40.8945579557084
2.76008,-40.8778486522971
2.7675775,-40.8612094564044
2.775075,-40.8446399696435
2.7825725,-40.8281397963986
2.79007,-40.8117085437909
2.7975675,-40.7953458216465
2.805065,-40.7790512424638
2.8125625,-40.7628244213821
2.82006,-40.7466649761499
2.8275575,-40.7305725270942
2.835055,-40.7145466970903
2.8425525,-40.6985871115315
2.85005,-40.6826933982997
2.8575475,-40.6668651877366
2.865045,-40.6511021126146
2.8725425,-40.6354038081088
2.88004,-40.6197699117695
2.8875375,-40.6042000634943
2.895035,-40.5886939055014
2.9025325,-40.5732510823033
2.91003,-40.5578712406803
2.9175275,-40.542554029655
2.925025,-40.527299100467
2.9325225,-40.5121061065478
2.94002,-40.4969747034968
2.9475175,-40.4819045490565
2.955015,-40.4668953030893
2.9625125,-40.4519466275541
2.97001,-40.4370581864831
2.9775075,-40.4222296459596
2.985005,-40.4074606740957
2.9925025,-40.3927509410103
3,-40.378100118808

