"Freq [GHz]","re(Zo(antenna))*(sqrt((1+re(S(antenna,antenna)))**2+im(S(antenna,antenna))**2))/(sqrt((1-re(S(antenna,antenna)))**2+im(S(antenna,antenna))**2)) []","atan(im(S(antenna,antenna))/(1+re(S(antenna,antenna))))-atan((-im(S(antenna,antenna))/(1-re(S(antenna,antenna))))) [deg]"
1.5229925,20.5976121956115,89.9974438179687
1.53049,20.7005420548301,89.9974307149567
1.5379875,20.8034947340682,89.9974176034238
1.545485,20.9064703519095,89.9974044833205
1.5529825,21.0094690270408,89.997391354598
1.56048,21.1124908782525,89.9973782172077
1.5679775,21.2155360244387,89.9973650711011
1.575475,21.3186045845973,89.9973519162302
1.5829725,21.4216966778299,89.9973387525472
1.59047,21.5248124233405,89.9973255800046
1.5979675,21.6279519404301,89.9973123985552
1.605465,21.7311153484815,89.9972992081523
1.6129625,21.8343027668874,89.9972860087494
1.62046,21.9375143144566,89.9972728003003
1.6279575,22.0407501288785,89.9972595827591
1.635455,22.1440102870482,89.9972463560806
1.6429525,22.2472949448848,89.9972331202193
1.65045,22.3506042131759,89.9972198751308
1.6579475,22.4539382117223,89.9972066207706
1.665445,22.5572970607433,89.9971933570945
1.6729425,22.6606808806297,89.9971800840591
1.68044,22.7640897919037,89.9971668016211
1.6879375,22.8675239152087,89.9971535097375
1.695435,22.9709833713065,89.9971402083659
1.7029325,23.074468281076,89.9971268974643
1.71043,23.1779787655133,89.9971135769908
1.7179275,23.2815149457322,89.9971002469042
1.725425,23.3850769429643,89.9970869071637
1.7329225,23.4886648785597,89.9970735577288
1.74042,23.5922788739878,89.9970601985594
1.7479175,23.6959190508374,89.9970468296159
1.755415,23.799585530818,89.997033450859
1.7629125,23.9032784357597,89.9970200622501
1.77041,24.0069978876148,89.9970066637506
1.7779075,24.1107440084573,89.9969932553228
1.785405,24.2145169204847,89.996979836929
1.7929025,24.3183167460179,89.9969664085324
1.8004,24.4221436075023,89.9969529700961
1.8078975,24.5259976275082,89.996939521584
1.815395,24.6298789287316,89.9969260629605
1.8228925,24.733787633995,89.9969125941901
1.83039,24.8377238662481,89.9968991152381
1.8378875,24.9416877485681,89.99688562607
1.845385,25.0456794041609,89.9968721266518
1.8528825,25.1496989563616,89.9968586169501
1.86038,25.2537465286351,89.9968450969316
1.8678775,25.357822244577,89.9968315665639
1.875375,25.4619262279143,89.9968180258148
1.8828725,25.5660586025058,89.9968044746524
1.89037,25.6702194923433,89.9967909130454
1.8978675,25.774409021552,89.996777340963
1.905365,25.8786273143914,89.9967637583747
1.9128625,25.9828744952558,89.9967501652506
1.92036,26.0871506886754,89.9967365615611
1.9278575,26.1914560193167,89.9967229472771
1.935355,26.2957906119834,89.9967093223698
1.9428525,26.4001545916172,89.996695686811
1.95035,26.5045480832983,89.9966820405727
1.9578475,26.6089712122465,89.9966683836277
1.965345,26.7134241038217,89.9966547159487
1.9728425,26.8179068835249,89.9966410375093
1.98034,26.9224196769988,89.9966273482832
1.9878375,27.0269626100284,89.9966136482445
1.995335,27.1315358085422,89.9965999373679
2.0028325,27.2361393986126,89.9965862156281
2.01033,27.3407735064572,89.9965724830007
2.0178275,27.4454382584388,89.9965587394612
2.025325,27.5501337810669,89.9965449849859
2.0328225,27.6548602009983,89.9965312195509
2.04032,27.7596176450376,89.9965174431332
2.0478175,27.8644062401385,89.9965036557098
2.055315,27.9692261134044,89.9964898572581
2.0628125,28.074077392089,89.9964760477559
2.07031,28.1789602035976,89.9964622271812
2.0778075,28.2838746754874,89.9964483955125
2.085305,28.3888209354688,89.9964345527283
2.0928025,28.493799111406,89.9964206988077
2.1003,28.598809331318,89.9964068337298
2.1077975,28.7038517233791,89.996392957474
2.115295,28.8089264159204,89.9963790700201
2.1227925,28.91403353743,89.996365171348
2.13029,29.0191732165544,89.9963512614379
2.1377875,29.1243455820989,89.9963373402702
2.145285,29.2295507630289,89.9963234078254
2.1527825,29.3347888884708,89.9963094640844
2.16028,29.4400600877124,89.9962955090278
2.1677775,29.5453644902044,89.996281542637
2.175275,29.6507022255611,89.996267564893
2.1827725,29.756073423561,89.9962535757773
