"Freq [GHz]","dB(S(waveport1:1,antenna)) []"
1.845385,-47.2502964470871
1.8528825,-47.2139555703029
1.86038,-47.1777521984646
1.8678775,-47.1416851761983
1.875375,-47.1057533617576
1.8828725,-47.069955626806
1.89037,-47.034290856203
1.8978675,-46.9987579477943
1.905365,-46.963355812207
1.9128625,-46.9280833726478
1.92036,-46.8929395647063
1.9278575,-46.857923336161
1.935355,-46.8230336467901
1.9428525,-46.7882694681854
1.95035,-46.7536297835701
1.9578475,-46.71911358762
1.965345,-46.6847198862882
1.9728425,-46.6504476966332
1.98034,-46.6162960466502
1.9878375,-46.5822639751058
1.995335,-46.5483505313755
2.0028325,-46.5145547752847
2.01033,-46.4808757769524
2.0178275,-46.4473126166383
2.025325,-46.4138643845917
2.0328225,-46.3805301809046
2.04032,-46.3473091153665
2.0478175,-46.3142003073224
2.055315,-46.2812028855334
2.0628125,-46.2483159880394
2.07031,-46.2155387620249
2.0778075,-46.182870363687
2.085305,-46.1503099581058
2.0928025,-46.117856719117
2.1003,-46.0855098291872
2.1077975,-46.0532684792911
2.115295,-46.0211318687909
2.1227925,-45.989099205318
2.13029,-45.9571697046571
2.1377875,-45.9253425906313
2.145285,-45.8936170949906
2.1527825,-45.8619924573014
2.16028,-45.830467924838
2.1677775,-45.799042752477
2.175275,-45.7677162025917
2.1827725,-45.7364875449502
2.19027,-45.7053560566142
2.1977675,-45.6743210218397
2.205265,-45.6433817319795
2.2127625,-45.6125374853872
2.22026,-45.5817875873233
2.2277575,-45.5511313498625
2.235255,-45.5205680918022
2.2427525,-45.4900971385733
2.25025,-45.4597178221521
2.2577475,-45.4294294809737
2.265245,-45.3992314598468
2.2727425,-45.3691231098697
2.28024,-45.3391037883484
2.2877375,-45.3091728587151
2.295235,-45.2793296904487
2.3027325,-45.2495736589964
2.31023,-45.2199041456964
2.3177275,-45.190320537702
2.325225,-45.1608222279068
2.3327225,-45.1314086148715
2.34022,-45.1020791027512
2.3477175,-45.0728331012241
2.355215,-45.0436700254219
2.3627125,-45.0145892958602
2.37021,-44.985590338371
2.3777075,-44.9566725840356
2.385205,-44.9278354691187
2.3927025,-44.8990784350036
2.4002,-44.8704009281286
2.4076975,-44.8418023999236
2.415195,-44.8132823067486
2.4226925,-44.7848401098326
2.43019,-44.7564752752131
2.4376875,-44.7281872736775
2.445185,-44.6999755807044
2.4526825,-44.6718396764061
2.46018,-44.6437790454723
2.4676775,-44.6157931771137
2.475175,-44.5878815650076
2.4826725,-44.5600437072433
2.49017,-44.5322791062688
2.4976675,-44.5045872688382
2.505165,-44.4769677059595
2.5126625,-44.4494199328437
2.52016,-44.421943468854
2.5276575,-44.3945378374563
2.535155,-44.3672025661698
2.5426525,-44.3399371865189
2.55015,-44.3127412339852
2.5576475,-44.2856142479603
2.565145,-44.2585557716995
2.5726425,-44.2315653522758
2.58014,-44.2046425405349
2.5876375,-44.1777868910501
2.595135,-44.1509979620784
2.6026325,-44.1242753155171
2.61013,-44.0976185168607
2.6176275,-44.0710271351587
2.625125,-44.0445007429736
2.6326225,-44.0180389163393
2.64012,-43.9916412347208
2.6476175,-43.9653072809737
2.655115,-43.9390366413042
2.6626125,-43.9128289052298
2.67011,-43.886683665541
2.6776075,-43.8606005182621
2.685105,-43.8345790626139
2.6926025,-43.8086189009759
2.7001,-43.7827196388495
2.7075975,-43.7568808848214
2.715095,-43.7311022505272
2.7225925,-43.7053833506158
2.73009,-43.6797238027141
2.7375875,-43.6541232273922
2.745085,-43.6285812481284
2.7525825,-43.6030974912754
2.76008,-43.5776715860265
2.7675775,-43.5523031643821
2.775075,-43.5269918611164
2.7825725,-43.5017373137452
2.79007,-43.4765391624931
2.7975675,-43.4513970502619
2.805065,-43.4263106225983
2.8125625,-43.4012795276633
2.82006,-43.3763034162005
2.8275575,-43.3513819415059
2.835055,-43.3265147593971
2.8425525,-43.3017015281833
2.85005,-43.2769419086359
2.8575475,-43.2522355639583
2.865045,-43.227582159757
2.8725425,-43.2029813640129
2.88004,-43.1784328470522
2.8875375,-43.1539362815182
2.895035,-43.129491342343
2.9025325,-43.10509770672
2.91003,-43.0807550540758
2.9175275,-43.0564630660432
2.925025,-43.0322214264339
2.9325225,-43.0080298212114
2.94002,-42.9838879384648
2.9475175,-42.959795468382
2.955015,-42.9357521032238
2.9625125,-42.9117575372977
2.97001,-42.8878114669321
2.9775075,-42.8639135904511
2.985005,-42.8400636081487
2.9925025,-42.8162612222643
3,-42.7925061369572

