"Freq [GHz]","mag(S(waveport1:1,antenna))**2 []"
0.001,1.5498161894569E-11
0.0084975,1.11910567700683E-09
0.015995,3.96532438764087E-09
0.0234925,8.55466675272306E-09
0.03099,1.48879560440411E-08
0.0384875,2.29663279390853E-08
0.045985,3.27912312097967E-08
0.0534825,4.43644280076402E-08
0.06098,5.7687994144229E-08
0.0684775,7.27643194385375E-08
0.075975,8.95961081320994E-08
0.0834725,1.08186379366912E-07
0.09097,1.28538467722398E-07
0.0984675,1.50656023809311E-07
0.105965,1.74542971373235E-07
0.1134625,2.00203642866937E-07
0.12096,2.27642673540738E-07
0.1284575,2.56865012816235E-07
0.135955,2.87875938139428E-07
0.1434525,3.20681057134253E-07
0.15095,3.55286309894073E-07
0.1584475,3.91697971412617E-07
0.165945,4.29922654155991E-07
0.1734425,4.69967310777484E-07
0.18094,5.11839236976951E-07
0.1884375,5.55546074506701E-07
0.195935,6.01095814325901E-07
0.2034325,6.48496799905598E-07
0.21093,6.97757730686616E-07
0.2184275,7.48887665692619E-07
0.225925,8.01896027300812E-07
0.2334225,8.5679260517285E-07
0.24092,9.13587560348596E-07
0.2484175,9.72291429505557E-07
0.255915,1.0329151293869E-06
0.2634125,1.0954699614011E-06
0.27091,1.15996761639641E-06
0.2784075,1.22642017961341E-06
0.285905,1.29484013581911E-06
0.2934025,1.36524037462627E-06
0.3009,1.43763419600145E-06
0.3083975,1.51203531596593E-06
0.315895,1.58845787249328E-06
0.3233925,1.66691643160798E-06
0.33089,1.74742599368923E-06
0.3383875,1.83000199998462E-06
0.345885,1.91466033933825E-06
0.3533825,2.00141735513822E-06
0.36088,2.09028985248837E-06
0.3683775,2.18129510560978E-06
0.375875,2.27445086547713E-06
0.3833725,2.36977536769572E-06
0.39087,2.46728734062502E-06
0.3983675,2.56700601375451E-06
0.405865,2.66895112633843E-06
0.4133625,2.77314293629559E-06
0.42086,2.8796022293812E-06
0.4283575,2.98835032863749E-06
0.435855,3.09940910413042E-06
0.4433525,3.21280098297995E-06
0.45085,3.32854895969154E-06
0.4583475,3.44667660679695E-06
0.465845,3.56720808581254E-06
0.4733425,3.69016815852378E-06
0.48084,3.81558219860481E-06
0.4883375,3.94347620358223E-06
0.495835,4.07387680715269E-06
0.5033325,4.20681129186421E-06
0.51083,4.34230760217141E-06
0.5183275,4.48039435787526E-06
0.525825,4.62110086795845E-06
0.5333225,4.7644571448275E-06
0.54082,4.91049391897369E-06
0.5483175,5.05924265406496E-06
0.555815,5.21073556248115E-06
0.5633125,5.36500562130617E-06
0.57081,5.52208658879027E-06
0.5783075,5.68201302129677E-06
0.585805,5.84482029074756E-06
0.5933025,6.01054460258287E-06
0.6008,6.17922301425063E-06
0.6082975,6.35089345424181E-06
0.615795,6.52559474168864E-06
0.6232925,6.70336660654312E-06
0.63079,6.88424971035377E-06
0.6382875,7.06828566765978E-06
0.645785,7.25551706802159E-06
0.6532825,7.44598749870842E-06
0.66078,7.63974156806349E-06
0.6682775,7.83682492956882E-06
0.675775,8.03728430663209E-06
0.6832725,8.24116751811885E-06
0.69077,8.44852350465461E-06
0.6982675,8.65940235572169E-06
0.705765,8.87385533757741E-06
0.7132625,9.09193492202023E-06
0.72076,9.31369481603253E-06
0.7282575,9.53918999232914E-06
0.735755,9.76847672084178E-06
0.7432525,1.00016126011715E-05
0.75075,1.02386565960415E-05
0.7582475,1.04796690657845E-05
0.765745,1.07247118039003E-05
0.7732425,1.09738480737203E-05
0.78074,1.12271426462169E-05
0.7882375,1.14846618389979E-05
0.795735,1.17464735565275E-05
0.8032325,1.20126473316162E-05
0.81073,1.22832543682249E-05
0.8182275,1.25583675856298E-05
0.825725,1.28380616639964E-05
0.8332225,1.31224130914122E-05
0.84072,1.34115002124322E-05
0.8482175,1.37054032781904E-05
0.855715,1.40042044981346E-05
0.8632125,1.43079880934439E-05
0.87071,1.46168403521897E-05
0.8782075,1.49308496863059E-05
0.885705,1.52501066904336E-05
0.8932025,1.55747042027108E-05
0.9007,1.59047373675799E-05
0.9081975,1.62403037006878E-05
0.915695,1.65815031559586E-05
0.9231925,1.69284381949207E-05
0.93069,1.72812138583738E-05
0.9381875,1.76399378404859E-05
0.945685,1.80047205654134E-05
0.9531825,1.83756752665422E-05
0.96068,1.87529180684505E-05
0.9681775,1.91365680717007E-05
0.975675,1.95267474405708E-05
0.9831725,1.99235814938414E-05
0.99067,2.03271987987579E-05
0.9981675,2.07377312682967E-05
1.005665,2.11553142618659E-05
1.0131625,2.15800866895779E-05
1.02066,2.20121911202407E-05
1.0281575,2.24517738932163E-05
1.035655,2.28989852343054E-05
1.0431525,2.3353979375823E-05
1.05065,2.38169146810384E-05
1.0581475,2.42879537731595E-05
1.065645,2.47672636690511E-05
1.0731425,2.52550159178857E-05
1.08064,2.57513867449343E-05
1.0881375,2.62565572007135E-05
1.095635,2.67707133157194E-05
1.1031325,2.72940462609837E-05
1.11063,2.78267525147048E-05
1.1181275,2.83690340352161E-05
1.125625,2.89210984405653E-05
1.1331225,2.9483159194995E-05
1.14062,3.00554358026273E-05
1.1481175,3.06381540086692E-05
1.155615,3.12315460084754E-05
1.1631125,3.18358506648161E-05
1.17061,3.24513137337196E-05
1.1781075,3.30781880992779E-05
1.185605,3.37167340178188E-05
1.1931025,3.43672193718757E-05
1.2006,3.50299199344014E-05
1.2080975,3.57051196437018E-05
1.215595,3.63931108895842E-05
1.2230925,3.7094194811246E-05
1.23059,3.78086816074534E-05
1.2380875,3.85368908595922E-05
1.245585,3.92791518682006E-05
1.2530825,4.00358040036281E-05
1.26058,4.08071970715014E-05
1.2680775,4.15936916937106E-05
1.275575,4.23956597056723E-05
1.2830725,4.32134845706649E-05
1.29057,4.40475618120773E-05
1.2980675,4.48982994644569E-05
1.305565,4.57661185442952E-05
1.3130625,4.66514535415383E-05
1.32056,4.75547529328698E-05
1.3280575,4.8476479717869E-05
1.335555,4.94171119792146E-05
1.3430525,5.03771434681682E-05
1.35055,5.13570842166454E-05
1.3580475,5.2357461177259E-05
1.365545,5.33788188927979E-05
1.3730425,5.44217201966964E-05
1.38054,5.54867469461341E-05
1.3880375,5.65745007895139E-05
1.395535,5.76856039701626E-05
1.4030325,5.88207001682168E-05
1.41053,5.99804553827733E-05
1.4180275,6.11655588565122E-05
1.425525,6.23767240451393E-05
1.4330225,6.36146896341388E-05
1.44052,6.48802206054828E-05
1.4480175,6.61741093571171E-05
1.455515,6.7497176878215E-05
1.4630125,6.88502739833886E-05
1.47051,7.02342826092502E-05
1.4780075,7.1650117176938E-05
1.485505,7.30987260244575E-05
1.4930025,7.45810929129433E-05
1.5005,7.60982386112202E-05
1.5079975,7.7651222563335E-05
1.515495,7.92411446440451E-05
1.5229925,8.08691470075908E-05
1.53049,8.25364160354407E-05
1.5379875,8.42441843890934E-05
1.545485,8.5993733174443E-05
1.5529825,8.77863942246686E-05
1.56048,8.96235525091006E-05
1.5679775,9.15066486760517E-05
1.575475,9.34371817381637E-05
1.5829725,9.54167119094471E-05
1.59047,9.74468636038578E-05
1.5979675,9.95293286059743E-05
1.605465,0.000101665869425125
1.6129625,0.000103858322845163
1.62046,0.000106108603682992
1.6279575,0.000108418708769967
1.635455,0.00011079072117134
1.6429525,0.000113226814660123
1.65045,0.000115729258462991
1.6579475,0.000118300422297248
1.665445,0.00012094278171937
1.6729425,0.000123658923807294
1.68044,0.000126451553200384
1.6879375,0.000129323498522987
1.695435,0.000132277719219563
1.7029325,0.000135317312831756
1.71043,0.000138445522750241
1.7179275,0.000141665746476998
1.725425,0.00014498154443668
1.7329225,0.000148396649379051
1.74042,0.000151914976418121
1.7479175,0.000155540633757609
1.755415,0.000159277934156708
1.7629125,0.000163131407194993
1.77041,0.000167105812400576
1.7779075,0.000171206153311465
1.785405,0.00017543769254649
1.7929025,0.000179805967969292
1.8004,0.000184316810036641
1.8078975,0.000188976360431056
1.815395,0.000193791092087228
1.8228925,0.000198767830732373
1.83039,0.000203913778072369
1.8378875,0.000209236536768589
1.845385,0.000214744137364784
1.8528825,0.000220445067339537
1.86038,0.000226348302477658
1.8678775,0.000232463340773955
1.875375,0.000238800239105056
1.8828725,0.000245369652929904
1.89037,0.000252182879307419
1.8978675,0.000259251903551024
1.905365,0.000266589449874766
1.9128625,0.000274209036425048
1.92036,0.000282125035136241
1.9278575,0.000290352736898173
1.935355,0.000298908422579671
1.9428525,0.000307809440515673
1.95035,0.000317074291137134
1.9578475,0.000326722719504123
1.965345,0.000336775816594561
1.9728425,0.000347256130305721
1.98034,0.000358187787244616
1.9878375,0.000369596626519113
1.995335,0.000381510346896562
2.0028325,0.000393958668873952
2.01033,0.000406973513406658
2.0178275,0.000420589199276002
2.025325,0.000434842661343941
2.0328225,0.000449773692252237
2.04032,0.000465425210480211
2.0478175,0.000481843558088055
2.055315,0.000499078831951401
2.0628125,0.000517185252849136
2.07031,0.000536221577414342
2.0778075,0.000556251558714666
2.085305,0.00057734446211343
2.0928025,0.000599575644101033
2.1003,0.000623027203007143
2.1077975,0.000647788711943769
2.115295,0.00067395804603125
2.1227925,0.000701642317976999
2.13029,0.000730958938475866
2.1377875,0.000762036820761852
2.145285,0.000795017752062931
2.1527825,0.000830057958817093
2.16028,0.000867329897451382
2.1677775,0.00090702430849776
2.175275,0.000949352579059512
2.1827725,0.000994549467450793
2.19027,0.00104287625459079
2.1977675,0.00109462439992594
2.205265,0.00115011979589579
2.2127625,0.00120972773503971
2.22026,0.00127385872878212
2.2277575,0.00134297534804848
2.235255,0.00141760029487109
2.2427525,0.00149832596328516
2.25025,0.0015858258100495
2.2577475,0.00168086793496687
2.265245,0.00178433137204511
2.2727425,0.00189722572343384
2.28024,0.00202071493744889
2.2877375,0.00215614625292406
2.295235,0.00230508562223605
2.3027325,0.00246936130897746
2.31023,0.00265111786728601
2.3177275,0.00285288339581968
2.325225,0.00307765388758138
2.3327225,0.00332899976329869
2.34022,0.00361120141921721
2.3477175,0.00392942304111116
2.355215,0.00428993733015606
2.3627125,0.00470041859001962
2.37021,0.00517032849097122
2.3777075,0.00571142873962193
2.385205,0.00633846933502006
2.3927025,0.0070701223616127
2.4002,0.0079302628419448
2.4076975,0.00894974535927406
2.415195,0.010168895950925
2.4226925,0.011641044779626
2.43019,0.0134375818964832
2.4376875,0.01565524278152
2.445185,0.0184266261775569
2.4526825,0.0219352550940309
2.46018,0.0264365331950951
2.4676775,0.0322847554855073
2.475175,0.0399609511828546
2.4826725,0.0500786322681349
2.49017,0.063295553866696
2.4976675,0.0799526130270727
2.505165,0.0991451229995604
2.5126625,0.117269342262225
2.52016,0.127826650129501
2.5276575,0.125540068710433
2.535155,0.11176879280738
2.5426525,0.0929395316948671
2.55015,0.0746505500078759
2.5576475,0.0593560491064271
2.565145,0.047377329931524
2.5726425,0.0382160964646106
2.58014,0.0312311919694452
2.5876375,0.0258690333763513
2.595135,0.0217060097743918
2.6026325,0.0184320557788184
2.61013,0.0158233275781434
2.6176275,0.0137181803417727
2.625125,0.0119990562018564
2.6326225,0.0105795752578492
2.64012,0.00939552190494743
2.6476175,0.00839857872074165
2.655115,0.00755195470306548
2.6626125,0.00682731158834522
2.67011,0.00620258160753781
2.6776075,0.0056604014542669
2.685105,0.00518697600666834
2.6926025,0.00477124478014297
2.7001,0.00440426388111101
2.7075975,0.00407874299719329
2.715095,0.00378869509294616
2.7225925,0.00352916887311718
2.73009,0.00329604262497543
2.7375875,0.00308586400711543
2.745085,0.00289572454184989
2.7525825,0.00272316054419617
2.76008,0.00256607435421098
2.7675775,0.00242267128340871
2.775075,0.00229140881313108
2.7825725,0.00217095541258155
2.79007,0.0020601569602113
2.7975675,0.00195800921295575
2.805065,0.00186363511514694
2.8125625,0.00177626600260189
2.82006,0.00169522595893529
2.8275575,0.00161991873622145
2.835055,0.00154981677220284
2.8425525,0.00148445192977479
2.85005,0.00142340765775526
2.8575475,0.00136631232967968
2.865045,0.00131283356308475
2.8725425,0.00126267335814277
2.88004,0.00121556392362583
2.8875375,0.00117126408158051
2.895035,0.00112955616098713
2.9025325,0.00109024330599803
2.91003,0.00105314713682318
2.9175275,0.00101810571152977
2.925025,0.000984971745392211
2.9325225,0.000953611051323259
2.94002,0.000923901170617522
2.9475175,0.000895730167967075
2.955015,0.000868995568645498
2.9625125,0.000843603419043757
2.97001,0.000819467454495141
2.9775075,0.000796508360640397
2.985005,0.000774653116534099
2.9925025,0.000753834409341304
3,0.000733990111870068

