"Freq [GHz]","mag(S(waveport1:1,antenna))**2 []"
1.6279575,8.41096401649102E-06
1.635455,8.48317970903744E-06
1.6429525,8.55565309093471E-06
1.65045,8.62838369641475E-06
1.6579475,8.70137106544558E-06
1.665445,8.77461474375375E-06
1.6729425,8.84811428284783E-06
1.68044,8.92186924004296E-06
1.6879375,8.99587917848648E-06
1.695435,9.07014366718489E-06
1.7029325,9.14466228103184E-06
1.71043,9.21943460083758E-06
1.7179275,9.29446021335954E-06
1.725425,9.36973871133441E-06
1.7329225,9.44526969351148E-06
1.74042,9.52105276468748E-06
1.7479175,9.59708753574283E-06
1.755415,9.6733736236794E-06
1.7629125,9.74991065165978E-06
1.77041,9.82669824904806E-06
1.7779075,9.90373605145221E-06
1.785405,9.98102370076809E-06
1.7929025,1.0058560845225E-05
1.8004,1.0136347139433E-05
1.8078975,1.02143822444316E-05
1.815395,1.02926658277407E-05
1.8228925,1.03711975634122E-05
1.83039,1.04499771320848E-05
1.8378875,1.05290042210391E-05
1.845385,1.06082785242552E-05
1.8528825,1.06877997424718E-05
1.86038,1.0767567583247E-05
1.8678775,1.08475817610214E-05
1.875375,1.09278419971819E-05
1.8828725,1.1008348020128E-05
1.89037,1.108909956534E-05
1.8978675,1.11700963754481E-05
1.905365,1.12513382003043E-05
1.9128625,1.13328247970549E-05
1.92036,1.14145559302158E-05
1.9278575,1.14965313717488E-05
1.935355,1.15787509011395E-05
1.9428525,1.16612143054779E-05
1.95035,1.17439213795389E-05
1.9578475,1.18268719258665E-05
1.965345,1.19100657548577E-05
1.9728425,1.19935026848494E-05
1.98034,1.20771825422059E-05
1.9878375,1.21611051614087E-05
1.995335,1.22452703851471E-05
2.0028325,1.2329678064411E-05
2.01033,1.24143280585841E-05
2.0178275,1.24992202355398E-05
2.025325,1.25843544717373E-05
2.0328225,1.26697306523198E-05
2.04032,1.27553486712132E-05
2.0478175,1.2841208431227E-05
2.055315,1.29273098441556E-05
2.0628125,1.30136528308809E-05
