"Freq [GHz]","mag(S(waveport1:1,antenna))**2 []"
0.001,5.52109767532499E-15
0.0084975,8.8610004347729E-15
0.015995,1.07822495742906E-14
0.0234925,1.12584295717333E-14
0.03099,1.13243300916634E-14
0.0384875,1.12947515006119E-14
0.045985,1.12493411853423E-14
0.0534825,1.12065540997317E-14
0.06098,1.11692169435203E-14
0.0684775,1.11364085654544E-14
0.075975,1.1106599978917E-14
0.0834725,1.1078438618106E-14
0.09097,1.10508860341638E-14
0.0984675,1.10231875324685E-14
0.105965,1.10030075705285E-14
0.1134625,1.0987692491116E-14
0.12096,1.09748182674114E-14
0.1284575,1.09638127044917E-14
0.135955,1.09542568287716E-14
0.1434525,1.09458381753752E-14
0.15095,1.09383198832806E-14
0.1584475,1.09315197678777E-14
0.165945,1.09252958526782E-14
0.1734425,1.09195361784343E-14
0.18094,1.09141515032484E-14
0.1884375,1.09090699930394E-14
0.195935,1.0904233305499E-14
0.2034325,1.08995936647305E-14
0.21093,1.08951116501714E-14
0.2184275,1.08907545072172E-14
0.225925,1.08864948434714E-14
0.2334225,1.08823096132061E-14
0.24092,1.0878179319456E-14
0.2484175,1.08740873820296E-14
0.255915,1.087001963315E-14
0.2634125,1.0865963912094E-14
0.27091,1.08619097372307E-14
0.2784075,1.08578480390169E-14
0.285905,1.08537709413377E-14
0.2934025,1.08496715814388E-14
0.3009,1.08455439608597E-14
0.3083975,1.08413828214125E-14
0.315895,1.08371835415102E-14
0.3233925,1.08329420491164E-14
0.33089,1.08286547483368E-14
0.3383875,1.08243184572646E-14
0.345885,1.08199303551477E-14
0.3533825,1.08154879373146E-14
0.36088,1.08109889765824E-14
0.3683775,1.08064314901028E-14
0.375875,1.08018137107872E-14
0.3833725,1.0797134062601E-14
0.39087,1.07923911391407E-14
0.3983675,1.07875836850029E-14
0.405865,1.07827105795368E-14
0.4133625,1.07777708226381E-14
0.42086,1.07727635222954E-14
0.4283575,1.0767687883646E-14
0.435855,1.07625431993357E-14
0.4433525,1.07573288410065E-14
0.45085,1.07520442517653E-14
0.4583475,1.07466889395039E-14
0.465845,1.07412624709641E-14
0.4733425,1.07357644664518E-14
0.48084,1.07301945951217E-14
0.4883375,1.07245525707621E-14
0.495835,1.07188381480199E-14
0.5033325,1.07130511190137E-14
0.51083,1.070719131029E-14
0.5183275,1.07012585800829E-14
0.525825,1.06952528158427E-14
0.5333225,1.06891739320039E-14
0.54082,1.0683021867966E-14
0.5483175,1.06767965862636E-14
0.555815,1.06704980709058E-14
0.5633125,1.06641263258675E-14
0.57081,1.0657681373716E-14
0.5783075,1.06511632543588E-14
0.585805,1.06445720239016E-14
0.5933025,1.06379077536037E-14
0.6008,1.06311705289222E-14
0.6082975,1.06243604486368E-14
0.615795,1.06174776240453E-14
0.6232925,1.06105221782257E-14
0.63079,1.06034942453566E-14
0.6382875,1.05963939700916E-14
0.645785,1.05892215069822E-14
0.6532825,1.05819770199446E-14
0.66078,1.05746606817675E-14
0.6682775,1.05672726736559E-14
0.675775,1.05598131848083E-14
0.6832725,1.05522824120253E-14
0.69077,1.05446805593449E-14
0.6982675,1.05370078377044E-14
0.705765,1.05292644646251E-14
0.7132625,1.05214506639187E-14
0.72076,1.05135666654135E-14
0.7282575,1.05056127046983E-14
0.735755,1.04975890228835E-14
0.7432525,1.04894958663775E-14
0.75075,1.04813334866767E-14
0.7582475,1.04731021401694E-14
0.765745,1.04648020879508E-14
0.7732425,1.04564335956504E-14
0.78074,1.04479969332687E-14
0.7882375,1.04394923750236E-14
0.795735,1.04309201992065E-14
0.8032325,1.04222806880457E-14
0.81073,1.0413574127578E-14
0.8182275,1.04048008075272E-14
0.825725,1.03959610211896E-14
0.8332225,1.03870550653252E-14
0.84072,1.03780832400551E-14
0.8482175,1.0369045848764E-14
0.855715,1.03599431980079E-14
0.8632125,1.03507755974266E-14
0.87071,1.03415433596606E-14
0.8782075,1.03322468002717E-14
0.885705,1.03228862376681E-14
0.8932025,1.03134619930329E-14
0.9007,1.03039743902556E-14
0.9081975,1.02944237558676E-14
0.915695,1.02848104189802E-14
0.9231925,1.02751347112251E-14
0.93069,1.02653969666983E-14
0.9381875,1.0255597521906E-14
0.945685,1.02457367157129E-14
0.9531825,1.02358148892926E-14
0.96068,1.02258323860802E-14
0.9681775,1.02157895517267E-14
0.975675,1.02056867340551E-14
0.9831725,1.01955242830184E-14
0.99067,1.01853025506586E-14
0.9981675,1.01750218910679E-14
1.005665,1.016468266035E-14
1.0131625,1.0154285216584E-14
1.02066,1.01438299197882E-14
1.0281575,1.01333171318853E-14
1.035655,1.01227472166685E-14
1.0431525,1.01121205397683E-14
1.05065,1.01014374686195E-14
1.0581475,1.00906983724293E-14
1.065645,1.00799036221455E-14
1.0731425,1.0069053590425E-14
1.08064,1.00581486516024E-14
1.0881375,1.00471891816588E-14
1.095635,1.00361755581903E-14
1.1031325,1.00251081603768E-14
1.11063,1.00139873689501E-14
1.1181275,1.00028135661614E-14
1.125625,9.99158713574924E-15
1.1331225,9.98030846290532E-15
1.14062,9.96897793424097E-15
1.1481175,9.95759593775192E-15
1.155615,9.94616286278234E-15
1.1631125,9.93467909998763E-15
1.17061,9.92314504129613E-15
1.1781075,9.91156107986932E-15
1.185605,9.89992761006069E-15
1.1931025,9.88824502737285E-15
1.2006,9.87651372841314E-15
1.2080975,9.86473411084725E-15
1.215595,9.85290657335106E-15
1.2230925,9.84103151556047E-15
1.23059,9.82910933801903E-15
1.2380875,9.81714044212351E-15
1.245585,9.80512523006715E-15
1.2530825,9.79306410478061E-15
1.26058,9.78095746987057E-15
1.2680775,9.76880572955578E-15
1.275575,9.75660928860082E-15
1.2830725,9.74436855224722E-15
1.29057,9.73208392614218E-15
1.2980675,9.71975581626476E-15
1.305565,9.7073846288496E-15
1.3130625,9.69497077030823E-15
1.32056,9.68251464714789E-15
1.3280575,9.67001666588827E-15
1.335555,9.65747723297575E-15
1.3430525,9.64489675469575E-15
1.35055,9.63227563708294E-15
1.3580475,9.61961428582976E-15
1.365545,9.60691310619314E-15
1.3730425,9.59417250289972E-15
1.38054,9.58139288005E-15
1.3880375,9.56857464102117E-15
1.395535,9.5557181883693E-15
1.4030325,9.54282392373085E-15
1.41053,9.52989224772409E-15
1.4180275,9.51692355985028E-15
1.425525,9.50391825839545E-15
1.4330225,9.49087674033254E-15
1.44052,9.47779940122472E-15
1.4480175,9.46468663512994E-15
1.455515,9.45153883450708E-15
1.4630125,9.43835639012421E-15
1.47051,9.42513969096901E-15
1.4780075,9.41188912416216E-15
1.485505,9.39860507487347E-15
1.4930025,9.38528792624165E-15
1.5005,9.3719380592976E-15
1.5079975,9.3585558528919E-15
1.515495,9.34514168362647E-15
1.5229925,9.33169592579103E-15
1.53049,9.31821895130433E-15
1.5379875,9.30471112966063E-15
1.545485,9.29117282788146E-15
1.5529825,9.27760441047303E-15
1.56048,9.26400623938933E-15
1.5679775,9.25037867400122E-15
1.575475,9.23672207107134E-15
1.5829725,9.22303678473524E-15
1.59047,9.20932316648857E-15
1.5979675,9.19558156518038E-15
1.605465,9.18181232701256E-15
1.6129625,9.1680157955453E-15
1.62046,9.15419231170851E-15
1.6279575,9.14034221381906E-15
1.635455,9.12646583760365E-15
1.6429525,9.11256351622727E-15
1.65045,9.09863558032678E-15
1.6579475,9.08468235804967E-15
1.665445,9.07070417509741E-15
1.6729425,9.05670135477337E-15
1.68044,9.04267421803484E-15
1.6879375,9.02862308354885E-15
1.695435,9.01454826775153E-15
1.7029325,9.00045008491046E-15
1.71043,8.9863288471899E-15
1.7179275,8.97218486471825E-15
1.725425,8.95801844565759E-15
1.7329225,8.94382989627479E-15
1.74042,8.92961952101389E-15
1.7479175,8.91538762256925E-15
1.755415,8.90113450195928E-15
1.7629125,8.88686045860026E-15
1.77041,8.87256579037997E-15
1.7779075,8.85825079373073E-15
1.785405,8.84391576370165E-15
1.7929025,8.82956099402964E-15
1.8004,8.81518677720905E-15
1.8078975,8.80079340455956E-15
1.815395,8.78638116629215E-15
1.8228925,8.7719503515729E-15
1.83039,8.7575012485844E-15
1.8378875,8.74303414458468E-15
1.845385,8.72854932596334E-15
1.8528825,8.71404707829503E-15
1.86038,8.69952768638977E-15
1.8678775,8.68499143434044E-15
1.875375,8.67043860556706E-15
1.8828725,8.65586948285795E-15
1.89037,8.64128434840774E-15
1.8978675,8.6266834838522E-15
1.905365,8.6120671702998E-15
1.9128625,8.59743568836024E-15
1.92036,8.58278931816981E-15
