Freq [GHz],barium-dipole | output_power [],"barium-loop | mag(S(waveport1:1,antenna))**2 []",ferrite-dipole | output_power [],"ferrite-loop | mag(S(waveport1:1,antenna))**2 []",silver-dipole | output_power [],"silver-loop | mag(S(waveport1:1,antenna))**2 []"
1.2454589915966388,2.1024133162225825e-05,2.3001418510442565e-05,3.7744740229943638e-06,5.081347690565929e-06,1.0628263030578236e-08,2.6189552752025844e-13
1.252893487394958,2.1263526402133772e-05,2.3266256647802942e-05,3.817091698131205e-06,5.139178445675784e-06,1.0758661972548185e-08,2.6146761674604474e-13
1.2603279831932774,2.1504151016301013e-05,2.3532463297208988e-05,3.859918433524228e-06,5.197293035034823e-06,1.0889955652971053e-08,2.610393872939423e-13
1.2677624789915967,2.1746006262292993e-05,2.3800036201357327e-05,3.902953815377394e-06,5.255690743108427e-06,1.1022143333473745e-08,2.6061085637990707e-13
1.2751969747899161,2.1989090201607555e-05,2.406897312476018e-05,3.946197279372987e-06,5.314370858720702e-06,1.1155235191793392e-08,2.6018204066840575e-13
1.2826314705882353,2.2233400491210042e-05,2.433927185410318e-05,3.989648210284034e-06,5.373332675107096e-06,1.1289245097699984e-08,2.597529562936623e-13
1.2900659663865548,2.247893482247088e-05,2.461093019859956e-05,4.0333059993952834e-06,5.432575489964738e-06,1.142418654997967e-08,2.5932361887992816e-13
1.297500462184874,2.272569165451222e-05,2.4883945990341693e-05,4.077170182853346e-06,5.49209860550064e-06,1.1560064780572093e-08,2.588940435608127e-13
1.3049349579831935,2.2973670197420718e-05,2.515831708464868e-05,4.121240438499236e-06,5.551901328477902e-06,1.1696876935328779e-08,2.5846424499774023e-13
1.3123694537815127,2.322286969248127e-05,2.5434041360411628e-05,4.165516450034026e-06,5.611982970259755e-06,1.1834619824945743e-08,2.580342373975697e-13
1.319803949579832,2.3473289240829554e-05,2.571111672043442e-05,4.209997852587308e-06,5.672342846851729e-06,1.1973292415793422e-08,2.5760403452941715e-13
1.3272384453781514,2.372492754919868e-05,2.598954109177239e-05,4.254684144600707e-06,5.7329802789417836e-06,1.211289974065708e-08,2.571736497407312e-13
1.3346729411764706,2.3977783255449134e-05,2.6269312426067038e-05,4.2995748006466795e-06,5.793894591938676e-06,1.2253447891670597e-08,2.5674309597264465e-13
1.34210743697479,2.4231854979044464e-05,2.6550428699878204e-05,4.344669302328491e-06,5.8550851160084854e-06,1.2394942705399747e-08,2.563123857746578e-13
1.3495419327731093,2.4487141167485214e-05,2.6832887915012443e-05,4.389967196968784e-06,5.916551186109371e-06,1.2537387629524785e-08,2.5588153131867007e-13
1.3569764285714287,2.474364017444621e-05,2.7116688098848675e-05,4.435468067747759e-06,5.9782921420246365e-06,1.2680784808311501e-08,2.5545054441240683e-13
1.364410924369748,2.5001350359426336e-05,2.7401827304660868e-05,4.481171497868474e-06,6.040307328394278e-06,1.2825136406945137e-08,2.5501943651225904e-13
1.3718454201680674,2.5260270472186672e-05,2.7688303611936993e-05,4.527077050977429e-06,6.102596094744843e-06,1.2970446554965e-08,2.5458821873558044e-13
1.3792799159663867,2.5520399858341905e-05,2.7976115126695867e-05,4.5731842608620896e-06,6.165157795517874e-06,1.3116722381093182e-08,2.541569018724539e-13
1.386714411764706,2.578173791371935e-05,2.8265259981800297e-05,4.619492658793701e-06,6.2279917900969205e-06,1.3263971266792922e-08,2.537254963969668e-13
1.3941489075630253,2.6044283902811938e-05,2.8555736337267656e-05,4.666001784126347e-06,6.291097442833197e-06,1.3412198817056428e-08,2.532940124780124e-13
1.4015834033613446,2.6308036478064248e-05,2.884754238057739e-05,4.712711213881967e-06,6.354474123069923e-06,1.3561402358111849e-08,2.5286245998964306e-13
1.409017899159664,2.657299411376815e-05,2.914067632697586e-05,4.759620536046722e-06,6.4181212051655e-06,1.371157680643581e-08,2.52430848521e-13
1.4164523949579833,2.6839155288574875e-05,2.9435136419778125e-05,4.80672933667793e-06,6.482038068515454e-06,1.3862717807496467e-08,2.519991873858392e-13
1.4238868907563027,2.7106518558514855e-05,2.973092093066733e-05,4.854037167731927e-06,6.54622409757337e-06,1.4014833891513471e-08,2.5156748563167023e-13
1.431321386554622,2.7375082545893136e-05,3.002802815999112e-05,4.901543551957823e-06,6.6106786818707415e-06,1.4167944624392394e-08,2.5113575204853313e-13
1.4387558823529414,2.764484587545736e-05,3.0326456437055944e-05,4.9492480111257325e-06,6.675401216035948e-06,1.4322069906247826e-08,2.5070399517742986e-13
1.4461903781512606,2.7915807269506704e-05,3.062620412041766e-05,4.997150055636628e-06,6.740391099812291e-06,1.4477222349244367e-08,2.5027222331842307e-13
1.45362487394958,2.818796568755878e-05,3.092726959817106e-05,5.045249168244876e-06,6.8056477380752545e-06,1.4633396843271059e-08,2.4984044453842846e-13
1.4610593697478993,2.8461320124497966e-05,3.122965128823616e-05,5.093544827583017e-06,6.8711705408489776e-06,1.4790585636009697e-08,2.494086666787e-13
1.4684938655462185,2.873586956028068e-05,3.153334763864231e-05,5.142036524419607e-06,6.9369589233221715e-06,1.4948782566406634e-08,2.489768973620436e-13
1.475928361344538,2.9011612857035656e-05,3.183835712781e-05,5.19072384531373e-06,7.00301230586327e-06,1.5107994033389304e-08,2.4854514399975484e-13
1.4833628571428572,2.9288548820996056e-05,3.214467826483065e-05,5.239606422265927e-06,7.069330114035188e-06,1.526823239413569e-08,2.4811341379830283e-13
1.4907973529411767,2.9566676258868932e-05,3.24523095897437e-05,5.288683887254234e-06,7.135911778609561e-06,1.5429509910992427e-08,2.476817137657724e-13
1.4982318487394959,2.984599401086084e-05,3.2761249673812665e-05,5.3379558600087074e-06,7.20275673558053e-06,1.559183344422191e-08,2.472500507180765e-13
1.5056663445378153,3.0126500961876724e-05,3.307149711979844e-05,5.387421943916989e-06,7.269864426178352e-06,1.575520264610289e-08,2.4681843128494733e-13
1.5131008403361346,3.0408195999930578e-05,3.3383050562230715e-05,5.437081741229972e-06,7.337234296882534e-06,1.5919616667542202e-08,2.4638686191571754e-13
1.520535336134454,3.069107798232139e-05,3.369590866767838e-05,5.486934830065571e-06,7.404865799435e-06,1.608507690203728e-08,2.459553488849045e-13
1.5279698319327732,3.0975145643487776e-05,3.401007013501727e-05,5.536980692009774e-06,7.472758390852952e-06,1.6251593713447743e-08,2.455238982976062e-13
1.5354043277310925,3.1260397687153345e-05,3.432553369569706e-05,5.5872187845155915e-06,7.5409115334417365e-06,1.6419179708223766e-08,2.450925160947172e-13
1.542838823529412,3.1546832835963136e-05,3.464229811400651e-05,5.6376485760294455e-06,7.609324694807769e-06,1.658784671783906e-08,2.446612080579718e-13
1.5502733193277312,3.1834450084587324e-05,3.4960362187336774e-05,5.688269693044777e-06,7.677997347871397e-06,1.675759543230098e-08,2.4422997981482235e-13
1.5577078151260506,3.212324863156769e-05,3.5279724746444166e-05,5.739081880504708e-06,7.74692897088001e-06,1.6928418191550895e-08,2.437988368431708e-13
1.5651423109243698,3.2413227678966354e-05,3.560038465571154e-05,5.790084885335387e-06,7.816119047421277e-06,1.7100307187293847e-08,2.4336778447594177e-13
1.5725768067226893,3.270438619428843e-05,3.592234081340827e-05,5.841278307842413e-06,7.885567066436678e-06,1.7273263546536786e-08,2.4293682790552285e-13
1.5800113025210085,3.299672265059309e-05,3.624559215194949e-05,5.892661439255528e-06,7.955272522235299e-06,1.7447307231886343e-08,2.42505972188068e-13
1.587445798319328,3.3290235458296545e-05,3.657013763815451e-05,5.944233531646661e-06,8.025234914508072e-06,1.76224605922921e-08,2.4207522224767196e-13
1.5948802941176472,3.3584923066815294e-05,3.689597627350452e-05,5.995993887403691e-06,8.095453748342398e-06,1.779874363515762e-08,2.416445828804252e-13
1.6023147899159664,3.3880784187155195e-05,3.722310709439928e-05,6.0479421464024604e-06,8.165928534237286e-06,1.7976160662258563e-08,2.4121405875835176e-13
1.6097492857142859,3.417781763789575e-05,3.755152917241406e-05,6.100078087304341e-06,8.23665878811904e-06,1.8154709516728746e-08,2.407836544332372e-13
1.6171837815126051,3.447602224248277e-05,3.788124161455536e-05,6.1524014856558855e-06,8.307644031357519e-06,1.8334388163843315e-08,2.403533743403482e-13
1.6246182773109246,3.477539696467374e-05,3.82122435635168e-05,6.204912007394961e-06,8.378883790783152e-06,1.8515198963881583e-08,2.3992322280205504e-13
1.6320527731092438,3.507594093204746e-05,3.854453419793483e-05,6.257609190485429e-06,8.450377598704571e-06,1.8697149408524394e-08,2.3949320403135706e-13
1.6394872689075632,3.5377653281443464e-05,3.887811273264447e-05,6.310492565646766e-06,8.522124992927032e-06,1.8880247279801426e-08,2.3906332213531283e-13
1.6469217647058825,3.5680533049107035e-05,3.9212978418934674e-05,6.3635616531032305e-06,8.5941255167717e-06,1.9064499621818856e-08,2.386335811183887e-13
1.654356260504202,3.598457892568927e-05,3.954913054480464e-05,6.416815937022518e-06,8.6663787190958e-06,1.9249910943527584e-08,2.382039848857173e-13
1.6617907563025212,3.6289789527683084e-05,3.988656843522018e-05,6.4702548938352375e-06,8.738884154313594e-06,1.943648520988061e-08,2.3777453724627966e-13
1.6692252521008404,3.659616344724941e-05,4.022529145237021e-05,6.523878007238494e-06,8.811641382418451e-06,1.962422686462815e-08,2.3734524191600954e-13
1.6766597478991598,3.690369898781108e-05,4.056529899592452e-05,6.577684847158046e-06,8.884649969005887e-06,1.9813146033224256e-08,2.369161025208255e-13
1.684094243697479,3.721239426367807e-05,4.090659050329171e-05,6.631675039996234e-06,8.957909485297572e-06,2.0003256562429304e-08,2.364871225995917e-13
1.6915287394957985,3.752224739479487e-05,4.1249165449878425e-05,6.685848213472324e-06,9.031419508166597e-06,2.0194572290444794e-08,2.3605830560700797e-13
1.6989632352941177,3.783325738376141e-05,4.159302334934942e-05,6.740204028660288e-06,9.10517962016376e-06,2.038709981569457e-08,2.3562965491644256e-13
1.7063977310924372,3.814542485090015e-05,4.193816375388887e-05,6.794742207766317e-06,9.179189409545073e-06,2.0580832467607755e-08,2.352011738227008e-13
1.7138322268907564,3.845875058960094e-05,4.228458625446304e-05,6.849462479536649e-06,9.253448470300529e-06,2.077576215606776e-08,2.347728655447272e-13
1.7212667226890759,3.8773234845707886e-05,4.263229048108408e-05,6.9043645122616116e-06,9.327956402184058e-06,2.0971885084814075e-08,2.34344733228261e-13
1.728701218487395,3.908887472951575e-05,4.2981276103075875e-05,6.959447628027577e-06,9.402712810744846e-06,2.1169222046575464e-08,2.3391677994843175e-13
1.7361357142857143,3.940566623711539e-05,4.3331542829341436e-05,7.014711025898845e-06,9.477717307359929e-06,2.136780257167224e-08,2.334890087122993e-13
1.7435702100840338,3.972360544559109e-05,4.368309040863177e-05,7.070153914263561e-06,9.552969509268205e-06,2.1567655456676577e-08,2.330614224613517e-13
1.751004705882353,4.004269040313212e-05,4.403591862981753e-05,7.125775728270341e-06,9.628469039605774e-06,2.1768791680148704e-08,2.3263402407394635e-13
1.7584392016806725,4.036292117309532e-05,4.439002732216223e-05,7.181576134897338e-06,9.704215527442792e-06,2.1971204004328816e-08,2.3220681636770606e-13
1.7658736974789917,4.06842979097433e-05,4.474541635559776e-05,7.237554811629421e-06,9.780208607821682e-06,2.2174884371841526e-08,2.317798021018718e-13
1.7733081932773112,4.100682046666265e-05,4.510208564100279e-05,7.293711463109026e-06,9.85644792179687e-06,2.2379830150973483e-08,2.313529839796119e-13
1.7807426890756304,4.133048780844133e-05,4.546003513048338e-05,7.350045874274421e-06,9.932933116476027e-06,2.2586054751884845e-08,2.3092636465028516e-13
1.7881771848739498,4.1655298736153375e-05,4.581926481765639e-05,7.406557844832737e-06,1.0009663845062836e-05,2.279357453532512e-08,2.304999467116668e-13
1.795611680672269,4.19812519639078e-05,4.617977473793565e-05,7.463247144243024e-06,1.0086639766901319e-05,2.3002405090840296e-08,2.3007373271213456e-13
1.8030461764705883,4.230834534429912e-05,4.654156496882189e-05,7.520113242313321e-06,1.0163860547521658e-05,2.3212554368088296e-08,2.2964772515281206e-13
1.8104806722689077,4.263657623771647e-05,4.6904635630194445e-05,7.577155437653313e-06,1.0241325858687717e-05,2.3424025951861857e-08,2.292219264896805e-13
1.817915168067227,4.2965942013500326e-05,4.726898688460764e-05,7.634373028070533e-06,1.0319035378446047e-05,2.3636823440866284e-08,2.2879633913565293e-13
1.8253496638655464,4.3296441000430374e-05,4.763461893758976e-05,7.691765389837096e-06,1.0396988791176414e-05,2.385095467442884e-08,2.283709654626094e-13
1.8327841596638657,4.362807306005727e-05,4.800153203794595e-05,7.749332024577774e-06,1.0475185787644562e-05,2.4066434266566163e-08,2.279458078034046e-13
1.840218655462185,4.396083819126541e-05,4.836972647806516e-05,7.80707244514873e-06,1.055362606505565e-05,2.4283277438295778e-08,2.275208684538335e-13
1.8476531512605043,4.429473603865382e-05,4.873920259422985e-05,7.864986200470727e-06,1.0632309327110085e-05,2.450149647205909e-08,2.2709614967457686e-13
1.8550876470588238,4.462976450910582e-05,4.910996076693109e-05,7.923073016355945e-06,1.0711235284060585e-05,2.4721089237029976e-08,2.2667165369310044e-13
1.862522142857143,4.4965920977590036e-05,4.9482001421187026e-05,7.981332672763008e-06,1.0790403652771197e-05,2.4942049190482283e-08,2.2624738270553606e-13
1.8699566386554622,4.53032028466396e-05,4.985532502686581e-05,8.039764941624586e-06,1.086981415677806e-05,2.5164370900473813e-08,2.2582333887852322e-13
1.8773911344537817,4.564160804502281e-05,5.022993209901255e-05,8.098369442139593e-06,1.094946652635108e-05,2.5388070058278588e-08,2.2539952435102792e-13
1.884825630252101,4.598113497264686e-05,5.060582319818169e-05,8.157145656764216e-06,1.1029360498558169e-05,2.5613181266808007e-08,2.249759412361287e-13
1.8922601260504204,4.632178204651953e-05,5.0982998930773624e-05,8.216093062938512e-06,1.1109495817330811e-05,2.5839739772539865e-08,2.2455259162277333e-13
1.8996946218487396,4.6663547880794617e-05,5.136145994937559e-05,8.275211058276597e-06,1.1189872233530974e-05,2.606777042290237e-08,2.2412947757751016e-13
1.907129117647059,4.700643159276814e-05,5.1741206953108626e-05,8.334498836666508e-06,1.1270489505020298e-05,2.629727152560837e-08,2.2370660114619227e-13
1.9145636134453783,4.735043237884359e-05,5.212224068797856e-05,8.393955559965052e-06,1.1351347396730084e-05,2.652823721561169e-08,2.232839643556497e-13
1.9219981092436977,4.769554931006367e-05,5.2504561947232715e-05,8.453580476099219e-06,1.1432445680733951e-05,2.6760663120118638e-08,2.2286156921534228e-13
1.929432605042017,4.8041780411436927e-05,5.288817157172231e-05,8.513373551181732e-06,1.1513784136321124e-05,2.6994557317968382e-08,2.2243941771898023e-13
1.9368671008403362,4.838912318790026e-05,5.3273070450269414e-05,8.57333510839595e-06,1.1595362550071797e-05,2.722993407875582e-08,2.2201751184612072e-13
1.9443015966386556,4.8737575142195206e-05,5.365925952004016e-05,8.633465460320476e-06,1.1677180715934432e-05,2.7466807699625407e-08,2.215958535637377e-13
1.9517360924369749,4.908713384958109e-05,5.404673976692315e-05,8.693764313681587e-06,1.1759238435303484e-05,2.7705191679538313e-08,2.2117444482777102e-13
1.9591705882352943,4.94377969865063e-05,5.443551222591451e-05,8.754230529818934e-06,1.1841535517100323e-05,2.7945098403696738e-08,2.2075328758464346e-13
1.9666050840336136,4.978956223693326e-05,5.482557798150753e-05,8.814862907295652e-06,1.192407177785396e-05,2.8186540174597616e-08,2.2033238377275667e-13
1.974039579831933,5.014242763153282e-05,5.5216938168089244e-05,8.875660394905e-06,1.2006847041784652e-05,2.8429529618472835e-08,2.1991173532396267e-13
1.9814740756302522,5.049639266016233e-05,5.560959397034354e-05,8.936622573711541e-06,1.2089861140888053e-05,2.8674080724052652e-08,2.194913441650108e-13
1.9889085714285717,5.085145719649785e-05,5.600354662365875e-05,8.997749191089982e-06,1.2173113915021505e-05,2.8920207838453552e-08,2.1907121221896616e-13
1.996343067226891,5.12076210254481e-05,5.639879741454333e-05,9.059040003178644e-06,1.2256605211991158e-05,2.9167924829865703e-08,2.1865134140660937e-13
2.00377756302521,5.156488256734413e-05,5.6795347681047216e-05,9.120494900820104e-06,1.234033488764109e-05,2.9417238204292794e-08,2.1823173364780968e-13
2.0112120588235296,5.1923239173166065e-05,5.719319881318945e-05,9.182113880417913e-06,1.242430280594287e-05,2.966814869836304e-08,2.178123908628757e-13
2.018646554621849,5.2282688164445545e-05,5.7592352253392464e-05,9.243896939326408e-06,1.2508508839087701e-05,2.9920656936053526e-08,2.1739331497387582e-13
2.026081050420168,5.264322669473307e-05,5.7992809496923516e-05,9.305843694130704e-06,1.2592952867578641e-05,3.0174772025355135e-08,2.1697450790594663e-13
2.0335155462184873,5.300485154633294e-05,5.839457209234184e-05,9.367952919898331e-06,1.2677634780324917e-05,3.043052182432095e-08,2.1655597158856398e-13
2.0409500420168065,5.336755945186179e-05,5.879764164195397e-05,9.430223279067997e-06,1.2762554474736666e-05,3.068793670051479e-08,2.1613770795680189e-13
2.048384537815126,5.373134737257289e-05,5.9202019802274315e-05,9.49265358076884e-06,1.2847711856821825e-05,3.0947044972159804e-08,2.1571971895256194e-13
2.0558190336134454,5.4096213887812496e-05,5.9607708284493536e-05,9.55524367227857e-06,1.2933106841283247e-05,3.120786045400924e-08,2.1530200652577537e-13
2.0632535294117647,5.4462158275034315e-05,6.001470885495439e-05,9.617993848772012e-06,1.3018739351617215e-05,3.1470390703463485e-08,2.1488457263559452e-13
2.070688025210084,5.482917979043073e-05,6.042302333563302e-05,9.680904392247243e-06,1.3104609320213036e-05,3.173464332860849e-08,2.1446741925154473e-13
2.078122521008403,5.5197276875360706e-05,6.083265360462878e-05,9.743975077668056e-06,1.3190716688453708e-05,3.20006284943804e-08,2.1405054835466357e-13
2.085557016806723,5.556644697663744e-05,6.124360159666011e-05,9.807205061137066e-06,1.3277061406816864e-05,3.226835948648135e-08,2.13633961938613e-13
2.092991512605042,5.593668748067619e-05,6.165586930356836e-05,9.87059346117366e-06,1.3363643434977656e-05,3.253784978017432e-08,2.1321766201076653e-13
2.1004260084033612,5.630799593508137e-05,6.206945877482776e-05,9.934139487406506e-06,1.3450462741911275e-05,3.280911346570432e-08,2.1280165059327543e-13
2.1078605042016805,5.6680370469945356e-05,6.248437211806361e-05,9.997842678705233e-06,1.3537519305996997e-05,3.308216685567248e-08,2.1238592972411096e-13
2.115295,5.705380934689272e-05,6.29006114995768e-05,1.006170264828568e-05,1.36248131151229e-05,3.3357026764512325e-08,2.11970501458077e-13
2.1227294957983194,5.742831076052681e-05,6.331817914487547e-05,1.0125719005349685e-05,1.3712344166790499e-05,3.363370996356129e-08,2.115553678678111e-13
2.1301639915966386,5.7803872058789014e-05,6.373707733921453e-05,1.018989130839117e-05,1.380011246822075e-05,3.391223267973466e-08,2.111405310447495e-13
2.137598487394958,5.8180490009505406e-05,6.415730842814174e-05,1.0254219081160052e-05,1.3888118036460348e-05,3.4192610766920884e-08,2.107259931000722e-13
2.145032983193277,5.855816137583145e-05,6.457887481805066e-05,1.031870184707565e-05,1.3976360898487825e-05,3.447486005474437e-08,2.1031175616562997e-13
2.1524674789915967,5.893688369170491e-05,6.500177897674138e-05,1.0383339169818082e-05,1.4064841091320853e-05,3.475899440080264e-08,2.0989782239483876e-13
2.159901974789916,5.9316655970731075e-05,6.542602343398779e-05,1.0448130690355906e-05,1.4153558662123459e-05,3.5045023877001e-08,2.09484193963558e-13
2.167336470588235,5.9697477394129044e-05,6.585161078211217e-05,1.0513076058412775e-05,1.4242513668313481e-05,3.5332958126409274e-08,2.090708730709369e-13
2.1747709663865544,6.0079346664277286e-05,6.62785436765661e-05,1.0578174871024751e-05,1.4331706177669855e-05,3.5622810035126105e-08,2.0865786194024275e-13
2.182205462184874,6.04622595943029e-05,6.670682483651904e-05,1.0643426407318993e-05,1.4421136268440494e-05,3.591461205719338e-08,2.0824516281966401e-13
2.1896399579831933,6.0846210919038237e-05,6.713645704545323e-05,1.0708829827776174e-05,1.4510804029450047e-05,3.6208403949585696e-08,2.0783277798308642e-13
2.1970744537815126,6.123119549546432e-05,6.756744315176553e-05,1.0774384304468323e-05,1.4600709560206919e-05,3.650422474908695e-08,2.0742070973084891e-13
2.204508949579832,6.161721140415704e-05,6.799978606937559e-05,1.0840089316098911e-05,1.4690852971011102e-05,3.680209444397372e-08,2.0700896039047356e-13
2.211943445378151,6.200426017037682e-05,6.84334887783409e-05,1.0905944669033128e-05,1.478123438306094e-05,3.710201266757729e-08,2.0659753231736858e-13
2.2193779411764707,6.239234348677838e-05,6.886855432547844e-05,1.097195018558114e-05,1.4871853928560047e-05,3.740397806226025e-08,2.06186427895511e-13
2.22681243697479,6.278146120112938e-05,6.93049858249916e-05,1.1038105559157017e-05,1.4962711750823374e-05,3.770799636074305e-08,2.0577564953810235e-13
2.234246932773109,6.317160742833624e-05,6.974278645910462e-05,1.1104410082639003e-05,1.5053808004383233e-05,3.801409532855285e-08,2.0536519968820309e-13
2.2416814285714284,6.356277517300551e-05,7.018195947870237e-05,1.1170862971332397e-05,1.5145142855094167e-05,3.832230699837417e-08,2.049550808193391e-13
2.249115924369748,6.395495788108759e-05,7.062250820397561e-05,1.1237463482689268e-05,1.5236716480237611e-05,3.8632662423796124e-08,2.0454529543608318e-13
2.2565504201680673,6.434815363677634e-05,7.10644360250732e-05,1.1304211317097334e-05,1.5328529068625383e-05,3.894518236873566e-08,2.0413584607461802e-13
2.2639849159663865,6.474236329834543e-05,7.150774640275809e-05,1.1371106439859002e-05,1.5420580820702486e-05,3.925988144297626e-08,2.0372673530326524e-13
2.2714194117647057,6.513758773245584e-05,7.195244286907073e-05,1.1438148814874106e-05,1.5512871948649006e-05,3.957677425402996e-08,2.0331796572299828e-13
2.278853907563025,6.55338256547123e-05,7.239852902799587e-05,1.1505338036943554e-05,1.5605402676480566e-05,3.9895881394817165e-08,2.0290953996792792e-13
2.2862884033613446,6.593107218416704e-05,7.284600855613512e-05,1.1572673083737202e-05,1.5698173240147953e-05,4.021723346582306e-08,2.0250146070576175e-13
2.293722899159664,6.632932209764869e-05,7.329488520338402e-05,1.1640152874202885e-05,1.5791183887635342e-05,4.05408620197848e-08,2.020937306382377e-13
2.301157394957983,6.67285707883171e-05,7.374516279361413e-05,1.1707776463662008e-05,1.588443487905705e-05,4.086679609337909e-08,2.0168635250153969e-13
2.3085918907563023,6.712881683166277e-05,7.419684522535815e-05,1.1775543611579753e-05,1.5977926486752893e-05,4.119505173199366e-08,2.012793290666809e-13
2.316026386554622,6.753005982727913e-05,7.464993647250022e-05,1.1843454304021187e-05,1.6071658995381883e-05,4.1525640800301175e-08,2.008726631398655e-13
2.3234608823529412,6.793229925123958e-05,7.510444058496945e-05,1.191150850741867e-05,1.616563270201414e-05,4.1858575830440774e-08,2.0046635756282782e-13
2.3308953781512605,6.833553204108888e-05,7.556036168943674e-05,1.197970578409784e-05,1.6259847916221626e-05,4.219388305879794e-08,2.0006041521314405e-13
2.3383298739495797,6.873975275877302e-05,7.601770399001459e-05,1.2048045318214326e-05,1.6354304960165803e-05,4.253160154642709e-08,1.996548390045212e-13
2.345764369747899,6.914495587672803e-05,7.647647176895991e-05,1.211652627948866e-05,1.6449004168684266e-05,4.2871770838762446e-08,1.9924963188705933e-13
2.3531988655462186,6.955113695745156e-05,7.69366693873795e-05,1.2185147902611693e-05,1.6543945889374612e-05,4.3214425273572655e-08,1.988447968474894e-13
2.360633361344538,6.99582944842217e-05,7.739830128593697e-05,1.2253909596359885e-05,1.6639130482676836e-05,4.355958523487547e-08,1.984403369093922e-13
2.368067857142857,7.036642742438256e-05,7.786137198556204e-05,1.2322810798361213e-05,1.6734558321952235e-05,4.3907268794109684e-08,1.9803625513338475e-13
2.3755023529411763,7.077553460786504e-05,7.832588608816082e-05,1.2391850965737368e-05,1.6830229793560767e-05,4.4257495474292796e-08,1.976325546172871e-13
2.382936848739496,7.118561365153832e-05,7.879184827732643e-05,1.2461029727697514e-05,1.692614529693533e-05,4.461029761275244e-08,1.9722923849626276e-13
2.390371344537815,7.159666154036834e-05,7.925926331905185e-05,1.2530346803093896e-05,1.7022305244653624e-05,4.4965714221992786e-08,1.968263099429389e-13
2.3978058403361344,7.200867525259993e-05,7.972813606244098e-05,1.259980190892309e-05,1.7118710062506878e-05,4.532378419731393e-08,1.9642377216749477e-13
2.4052403361344536,7.242165170098988e-05,8.019847144042028e-05,1.266939462740198e-05,1.721536018956575e-05,4.56845374736073e-08,1.9602162841773607e-13
2.412674831932773,7.283558770271693e-05,8.067027447044965e-05,1.273912434404024e-05,1.73122560782432e-05,4.604799090829845e-08,1.9561988197913523e-13
2.4201093277310926,7.325048006739411e-05,8.114355025523154e-05,1.2808990428776368e-05,1.7409398194354245e-05,4.6414160323610644e-08,1.952185361748546e-13
2.427543823529412,7.366632560604837e-05,8.161830398341857e-05,1.2878992233889149e-05,1.7506787017172124e-05,4.6783067576052524e-08,1.94817594365743e-13
2.434978319327731,7.408312113596893e-05,8.209454093031882e-05,1.2949129033451713e-05,1.7604423039480866e-05,4.71547612448617e-08,1.9441705995031024e-13
2.4424128151260502,7.450086347617786e-05,8.257226645859761e-05,1.301940007989571e-05,1.77023067676251e-05,4.7529297304128934e-08,1.9401693636467564e-13
2.44984731092437,7.491954946901095e-05,8.305148601897668e-05,1.3089804649700412e-05,1.7800438721555293e-05,4.7906730254730654e-08,1.93617227082496e-13
2.457281806722689,7.533917634066228e-05,8.353220515092918e-05,1.3160342415302236e-05,1.789881943486951e-05,4.828709033675244e-08,1.9321793561486806e-13
2.4647163025210084,7.575974163182197e-05,8.401442948336945e-05,1.3231013373546151e-05,1.7997449454851193e-05,4.867038791336241e-08,1.9281906551020799e-13
2.4721507983193276,7.618124289116853e-05,8.449816473533796e-05,1.3301817529621611e-05,1.809632934250281e-05,4.905663281895696e-08,1.9242062035411185e-13
2.479585294117647,7.660367734268965e-05,8.49834167166803e-05,1.337275458028059e-05,1.819545967257549e-05,4.944584934809387e-08,1.920226037691839e-13
2.4870197899159665,7.702704145779567e-05,8.547019132871969e-05,1.344382350736993e-05,1.829484103359372e-05,4.983809531150267e-08,1.9162501941485315e-13
2.4944542857142857,7.745133160155768e-05,8.595849456492197e-05,1.3515023191720329e-05,1.8394474027876536e-05,5.0233433255748846e-08,1.9122787098716176e-13
2.501888781512605,7.787654421144166e-05,8.644833251155289e-05,1.3586352600087584e-05,1.8494359271552872e-05,5.06319224560742e-08,1.9083116221852773e-13
2.509323277310924,7.83026762658186e-05,8.693971134832656e-05,1.3657811341225337e-05,1.8594497394573254e-05,5.1033597745695414e-08,1.9043489687749674e-13
2.516757773109244,7.872972498780789e-05,8.743263734904425e-05,1.3729399314377937e-05,1.86948890407159e-05,5.1438482898320536e-08,1.9003907876845818e-13
2.524192268907563,7.915768759776127e-05,8.792711688222336e-05,1.3801116411664788e-05,1.8795534867588078e-05,5.184660197097265e-08,1.8964371173134725e-13
2.5316267647058823,7.958656116760909e-05,8.842315641171514e-05,1.3872962205572855e-05,1.8896435546622274e-05,5.22579916401125e-08,1.892487996413294e-13
2.5390612605042016,8.001634257988432e-05,8.892076249731026e-05,1.394493586071241e-05,1.899759176306702e-05,5.267270468561668e-08,1.8885434640845384e-13
2.546495756302521,8.044702870479916e-05,8.941994179533209e-05,1.4017036515160842e-05,1.909900421597215e-05,5.3090794934923186e-08,1.8846035597728893e-13
2.5539302521008405,8.087861644904966e-05,8.992070105921608e-05,1.4089263410525393e-05,1.920067361816872e-05,5.351231522841939e-08,1.880668323265447e-13
2.5613647478991597,8.131110285803378e-05,9.042304714007441e-05,1.4161616182008933e-05,1.930260069624312e-05,5.3937314653962755e-08,1.876737794686641e-13
2.568799243697479,8.17444850101058e-05,9.092698698724615e-05,1.4234094558334192e-05,1.9404786190505058e-05,5.4365841407795136e-08,1.8728120144939845e-13
