"Freq [GHz]","ang_rad(S(waveport2:1,antenna)) [rad]","ang_rad(S(waveport1:1,antenna)) [rad]"
0.001,1.5695472466607,-1.57222958215064
0.0084975,1.56018192599465,-1.58297505884318
0.015995,1.55081664958614,-1.59372054296813
0.0234925,1.54145141718417,-1.60446598790075
0.03099,1.53208624475054,-1.61521137173151
0.0384875,1.5227211503656,-1.62595667450991
0.045985,1.51335615246046,-1.63670187667416
0.0534825,1.50399126951415,-1.64744695889121
0.06098,1.49462651996246,-1.65819190204038
0.0684775,1.48526192215689,-1.66893668722786
0.075975,1.47589749433916,-1.67968129581012
0.0834725,1.46653325462163,-1.69042570942055
0.09097,1.45716922097024,-1.70116990999724
0.0984675,1.44780541118869,-1.71191387981117
0.105965,1.43844183875056,-1.72265758189958
0.1134625,1.42907852870505,-1.73340100646322
0.12096,1.41971550094586,-1.74414413843585
0.1284575,1.41035277386593,-1.75488695842783
0.135955,1.40099036586218,-1.76562944709072
0.1434525,1.39162829532784,-1.77637158511229
0.15095,1.38226658064669,-1.78711335321313
0.1584475,1.37290524018863,-1.79785473214474
0.165945,1.36354429230612,-1.80859570268824
0.1734425,1.35418375533115,-1.81933624565384
0.18094,1.34482364757274,-1.83007634188057
0.1884375,1.33546398731476,-1.84081597223645
0.195935,1.32610479281387,-1.85155511761876
0.2034325,1.31674608229779,-1.86229375895453
0.21093,1.30738787396359,-1.87303187720115
0.2184275,1.2980301859761,-1.88376945334703
0.225925,1.28867303646647,-1.89450646841239
0.2334225,1.27931644353069,-1.90524290345004
0.24092,1.26996042522826,-1.9159787395462
0.2484175,1.26060499958084,-1.92671395782144
0.255915,1.25125018457093,-1.93744853943152
0.2634125,1.24189599814064,-1.94818246556831
0.27091,1.23254245819042,-1.95891571746074
0.2784075,1.22318958257786,-1.96964827637571
0.285905,1.21383738911649,-1.98038012361906
0.2934025,1.20448589557459,-1.9911112405365
0.3009,1.19513511967402,-2.00184160851453
0.3083975,1.18578507908908,-2.01257120898144
0.315895,1.17643579144538,-2.02330002340824
0.3233925,1.16708727431872,-2.03402803330959
0.33089,1.15773954523396,-2.04475522024478
0.3383875,1.14839262166396,-2.05548156581864
0.345885,1.13904652102846,-2.06620705168249
0.3533825,1.12970126069304,-2.07693165953511
0.36088,1.12035685796803,-2.08765537112361
0.3683775,1.11101333010751,-2.09837816824442
0.375875,1.10167069430823,-2.10910003274415
0.3833725,1.09232896770858,-2.11982094652056
0.39087,1.08298816738763,-2.13054089152345
0.3983675,1.07364831036409,-2.14125984975556
0.405865,1.06430941359531,-2.15197780327347
0.4133625,1.05497149397636,-2.16269473418851
0.42086,1.04563456833898,-2.1734106246676
0.4283575,1.03629865345072,-2.18412545693419
0.435855,1.0269637660139,-2.19483921326908
0.4433525,1.01762992266478,-2.20555187601133
0.45085,1.00829713997255,-2.21626342755907
0.4583475,0.99896543443849,-2.22697385037039
0.465845,0.989634822495053,-2.23768312696414
0.4733425,0.980305320504976,-2.24839123992081
0.48084,0.97097694476042,-2.25909817188334
0.4883375,0.961649711482113,-2.26980390555792
0.495835,0.952323636818504,-2.28050842371482
0.5033325,0.942998736844933,-2.29121170918919
0.51083,0.933675027562814,-2.30191374488186
0.5183275,0.924352524898826,-2.31261451376009
0.525825,0.915031244704121,-2.3233139988584
0.5333225,0.905711202753547,-2.33401218327932
0.54082,0.896392414744878,-2.34470905019411
0.5483175,0.88707489629806,-2.35540458284357
0.555815,0.877758662954476,-2.36609876453875
0.5633125,0.868443730176214,-2.37679157866168
0.57081,0.859130113345353,-2.38748300866614
0.5783075,0.849817827763269,-2.39817303807828
0.585805,0.840506888649939,-2.40886165049744
0.5933025,0.831197311143278,-2.41954882959677
0.6008,0.821889110298471,-2.43023455912393
0.6082975,0.812582301087333,-2.44091882290178
