"Freq [GHz]","dB(S(waveport1:1,antenna)) []"
1.2530825,-46.3303594313426
1.26058,-46.2834114019958
1.2680775,-46.2367919001408
1.275575,-46.1904971877413
1.2830725,-46.1445235903639
1.29057,-46.0988674956996
1.2980675,-46.05352535213
1.305565,-46.0084936673334
1.3130625,-45.963769006932
1.32056,-45.9193479931774
1.3280575,-45.8752273036731
1.335555,-45.8314036701341
1.3430525,-45.78787387718
1.35055,-45.7446347611629
1.3580475,-45.7016832090277
1.365545,-45.659016157203
1.3730425,-45.616630590524
1.38054,-45.5745235411834
1.3880375,-45.5326920877121
1.395535,-45.4911333539859
1.4030325,-45.449844508261
1.41053,-45.4088227622331
1.4180275,-45.3680653701233
1.425525,-45.3275696277874
1.4330225,-45.2873328718485
1.44052,-45.2473524788529
1.4480175,-45.2076258644474
1.455515,-45.1681504825788
1.4630125,-45.1289238247127
1.47051,-45.089943419074
1.4780075,-45.0512068299053
1.485505,-45.0127116567452
1.4930025,-44.9744555337242
1.5005,-44.9364361288785
1.5079975,-44.8986511434816
1.515495,-44.8610983113911
1.5229925,-44.8237753984131
1.53049,-44.786680201682
1.5379875,-44.7498105490543
1.545485,-44.7131642985193
1.5529825,-44.6767393376222
1.56048,-44.640533582902
1.5679775,-44.6045449793433
1.575475,-44.5687714998404
1.5829725,-44.5332111446746
1.59047,-44.497861941004
1.5979675,-44.4627219423649
1.605465,-44.4277892281856
1.6129625,-44.3930619033111
1.62046,-44.3585380975385
1.6279575,-44.3242159651642
1.635455,-44.2900936845406
1.6429525,-44.2561694576435
1.65045,-44.222441509649
1.6579475,-44.1889080885203
1.665445,-44.1555674646038
1.6729425,-44.1224179302345
1.68044,-44.0894577993494
1.6879375,-44.0566854071107
1.695435,-44.0240991095366
1.7029325,-43.9916972831407
1.71043,-43.9594783245785
1.7179275,-43.9274406503032
1.725425,-43.8955826962272
1.7329225,-43.8639029173924
1.74042,-43.8323997876468
1.7479175,-43.8010717993284
1.755415,-43.7699174629559
1.7629125,-43.7389353069256
1.77041,-43.7081238772154
1.7779075,-43.6774817370942
1.785405,-43.6470074668386
1.7929025,-43.6166996634543
1.8004,-43.5865569404039
1.8078975,-43.5565779273405
1.815395,-43.5267612698468
1.8228925,-43.4971056291789
1.83039,-43.4676096820161
1.8378875,-43.4382721202159
1.845385,-43.4090916505731
1.8528825,-43.3800669945846
1.86038,-43.3511968882186
1.8678775,-43.3224800816885
1.875375,-43.2939153392315
1.8828725,-43.2655014388911
1.89037,-43.2372371723043
1.8978675,-43.2091213444933
1.905365,-43.1811527736602
1.9128625,-43.1533302909872
1.92036,-43.1256527404394
1.9278575,-43.0981189785723
1.935355,-43.0707278743422
1.9428525,-43.0434783089214
1.95035,-43.0163691755156
1.9578475,-42.9893993791858
1.965345,-42.9625678366732
1.9728425,-42.9358734762274
1.98034,-42.9093152374377
1.9878375,-42.8828920710681
1.995335,-42.8566029388948
2.0028325,-42.8304468135468
2.01033,-42.80442267835
2.0178275,-42.7785295271734
2.025325,-42.7527663642789
2.0328225,-42.727132204173
2.04032,-42.701626071462
2.0478175,-42.6762470007094
2.055315,-42.6509940362961
2.0628125,-42.6258662322827
2.07031,-42.6008626522747
2.0778075,-42.5759823692904
2.085305,-42.5512244656299
2.0928025,-42.526588032748
2.1003,-42.5020721711283
2.1077975,-42.4776759901597
2.115295,-42.4533986080155
2.1227925,-42.4292391515341
2.13029,-42.4051967561019
2.1377875,-42.3812705655385
2.145285,-42.3574597319836
2.1527825,-42.3337634157859
2.16028,-42.310180785394
2.1677775,-42.2867110172491
2.175275,-42.2633532956797
2.1827725,-42.2401068127973
2.19027,-42.2169707683952
2.1977675,-42.1939443698482
2.205265,-42.1710268320134
2.2127625,-42.1482173771342
2.22026,-42.1255152347445
2.2277575,-42.1029196415749
2.235255,-42.0804298414613
2.2427525,-42.0580450852533
2.25025,-42.035764630726
2.2577475,-42.0135877424914
2.265245,-41.9915136919132
2.2727425,-41.969541757021
2.28024,-41.9476712224275
2.2877375,-41.9259013792463
2.295235,-41.9042315250105
2.3027325,-41.8826609635943
2.31023,-41.8611890051338
2.3177275,-41.8398149659507
2.325225,-41.8185381684759
2.3327225,-41.7973579411758
2.34022,-41.7762736184784
2.3477175,-41.755284540701
2.355215,-41.7343900539797
2.3627125,-41.7135895101988
2.37021,-41.6928822669224
2.3777075,-41.6722676873266
2.385205,-41.6517451401326
2.3927025,-41.631313999541
2.4002,-41.6109736451675
2.4076975,-41.5907234619787
2.415195,-41.5705628402298
2.4226925,-41.550491175403
2.43019,-41.5305078681461
2.4376875,-41.5106123242135
2.445185,-41.4908039544066
2.4526825,-41.4710821745162
2.46018,-41.4514464052651
2.4676775,-41.431896072252
2.475175,-41.4124306058959
2.4826725,-41.3930494413819
2.49017,-41.373752018607
2.4976675,-41.3545377821274
2.505165,-41.3354061811063
2.5126625,-41.3163566692627
2.52016,-41.2973887048206
2.5276575,-41.2785017504592
2.535155,-41.2596952732639
2.5426525,-41.2409687446782
2.55015,-41.2223216404555
2.5576475,-41.2037534406127
2.565145,-41.1852636293838
2.5726425,-41.1668516951745
2.58014,-41.1485171305171
2.5876375,-41.1302594320268
2.595135,-41.1120781003576
2.6026325,-41.0939726401601
2.61013,-41.0759425600387
