"Freq [GHz]","ang_rad(S(waveport1:1,antenna)) [rad]","ang_rad(S(waveport2:1,antenna)) [rad]"
0.001,-1.57225454610907,1.56967079004534
0.0084975,-1.58318755000444,1.56123208732356
0.015995,-1.59412052836548,1.55279337621597
0.0234925,-1.60505348248792,1.54435468334301
0.03099,-1.61598639652851,1.53591601296257
0.0384875,-1.6269192573846,1.52747737137104
0.045985,-1.63785205234525,1.51903876518436
0.0534825,-1.64878476893368,1.51060020107631
0.06098,-1.65971739490576,1.50216168570478
0.0684775,-1.67064991827452,1.49372322568067
0.075975,-1.68158232734097,1.48528482755009
0.0834725,-1.69251461072691,1.47684649778119
0.09097,-1.70344675740828,1.46840824275319
0.0984675,-1.71437875674869,1.45997006874636
0.105965,-1.72531056941292,1.45153263962866
0.1134625,-1.73624219923163,1.4430953284161
0.12096,-1.74717364019622,1.43465798651453
0.1284575,-1.75810487958255,1.42622064651908
0.135955,-1.76903590471984,1.4177833357072
0.1434525,-1.77996670297923,1.40934607720811
0.15095,-1.79089726176586,1.40090889088866
0.1584475,-1.80182756851335,1.39247179403424
0.165945,-1.8127576106799,1.38403480187716
0.1734425,-1.82368737574553,1.37559792800983
0.18094,-1.83461685121012,1.36716118470942
0.1884375,-1.845546024592,1.35872458319426
0.195935,-1.85647488342703,1.35028813382692
0.2034325,-1.86740341526791,1.34185184627561
0.21093,-1.87833160768383,1.3334157296429
0.2184275,-1.88925944826017,1.32497979256865
0.225925,-1.90018692459848,1.3165440433124
0.2334225,-1.91111402431642,1.30810848981977
0.24092,-1.92204073504795,1.29967313977583
0.2484175,-1.93296704444337,1.29123800064829
0.255915,-1.94389294016965,1.28280307972243
0.2634125,-1.9548184099106,1.2743683841295
0.27091,-1.96574344136719,1.26593392086978
0.2784075,-1.97666802225788,1.25749969683137
0.285905,-1.9875921403189,1.24906571880558
0.2934025,-1.99851578330465,1.24063199349943
0.3009,-2.00943893898803,1.23219852754599
0.3083975,-2.02036159516082,1.22376532751273
0.315895,-2.0312837396341,1.21533239990848
0.3233925,-2.04220536023858,1.20689975118908
0.33089,-2.05312644482502,1.19846738776201
0.3383875,-2.06404698126468,1.19003531599022
0.345885,-2.07496695744962,1.18160354219523
0.3533825,-2.08588636129322,1.17317207265967
0.36088,-2.0968051807305,1.16474091362935
0.3683775,-2.10772340371857,1.15631007131495
0.375875,-2.11864101823704,1.14787955189335
0.3833725,-2.12955801228844,1.13944936150875
0.39087,-2.1404743738986,1.13101950627347
0.3983675,-2.15139009111707,1.12258999226864
0.405865,-2.16230515201757,1.11416082554472
0.4133625,-2.17321954469834,1.10573201212186
0.42086,-2.1841332572826,1.09730355799018
0.4283575,-2.19504627791892,1.08887546910992
0.435855,-2.20595859478165,1.0804477514116
0.4433525,-2.21687019607131,1.07202041079598
0.45085,-2.22778107001501,1.06359345313409
0.4583475,-2.23869120486684,1.05516688426717
0.465845,-2.24960058890826,1.04674071000656
0.4733425,-2.26050921044851,1.03831493613359
0.48084,-2.27141705782502,1.02988956839943
0.4883375,-2.28232411940377,1.02146461252489
0.495835,-2.2932303835797,1.01304007420029
0.5033325,-2.30413583877711,1.00461595908523
0.51083,-2.31504047345001,0.996192272808384
0.5183275,-2.32594427608256,0.987769020967313
0.525825,-2.33684723518939,0.979346209128228
0.5333225,-2.34774933931601,0.970923842825782
0.54082,-2.35865057703921,0.962501927562846
0.5483175,-2.36955093696737,0.954080468810293
0.555815,-2.38045040774089,0.945659472006778
0.5633125,-2.39134897803254,0.937238942558522
0.57081,-2.4022466365478,0.928818885839101
0.5783075,-2.41314337202527,0.920399307189236
0.585805,-2.42403917323697,0.911980211916586
0.5933025,-2.43493402898876,0.903561605295555
0.6008,-2.44582792812064,0.895143492567089
0.6082975,-2.45672085950713,0.886725878938498
0.615795,-2.46761281205762,0.878308769583262
0.6232925,-2.47850377471667,0.869892169640869
0.63079,-2.48939373646443,0.861476084216636
0.6382875,-2.50028268631688,0.85306051838155
0.645785,-2.51117061332626,0.844645477172116
0.6532825,-2.52205750658133,0.836230965590207
0.66078,-2.53294335520773,0.827816988602929
0.6682775,-2.54382814836831,0.819403551142481
0.675775,-2.55471187526341,0.81099065810604
0.6832725,-2.56559452513122,0.802578314355636
0.69077,-2.57647608724811,0.794166524718053
0.6982675,-2.58735655092885,0.78575529398472
0.705765,-2.59823590552703,0.777344626911623
0.7132625,-2.60911414043528,0.768934528219221
0.72076,-2.61999124508561,0.760525002592368
0.7282575,-2.63086720894969,0.752116054680247
0.735755,-2.64174202153915,0.743707689096307
0.7432525,-2.65261567240588,0.735299910418214
0.75075,-2.66348815114228,0.726892723187809
0.7582475,-2.67435944738156,0.718486131911067
0.765745,-2.68522955079805,0.710080141058074
0.7732425,-2.6960984511074,0.701674755063008
0.78074,-2.70696613806692,0.693269978324129
0.7882375,-2.71783260147583,0.68486581520377
0.795735,-2.72869783117547,0.67646227002835
0.8032325,-2.73956181704962,0.668059347088384
0.81073,-2.75042454902475,0.659657050638502
0.8182275,-2.76128601707022,0.651255384897484
0.825725,-2.77214621119857,0.642854354048293
0.8332225,-2.78300512146575,0.634453962238122
0.84072,-2.79386273797136,0.626054213578446
0.8482175,-2.80471905085889,0.617655112145086
0.855715,-2.81557405031593,0.609256661978274
0.8632125,-2.82642772657439,0.600858867082731
0.87071,-2.83728006991078,0.592461731427754
0.8782075,-2.84813107064636,0.584065258947305
0.885705,-2.85898071914737,0.57566945354011
0.8932025,-2.86982900582528,0.567274319069769
0.9007,-2.88067592113694,0.558879859364867
0.9081975,-2.89152145558482,0.5504860782191
0.915695,-2.90236559971717,0.5420929793914
0.9231925,-2.91320834412825,0.533700566606076
0.93069,-2.9240496794585,0.525308843552952
0.9381875,-2.93488959639472,0.516917813887526
0.945685,-2.94572808567026,0.508527481231118
0.9531825,-2.95656513806519,0.500137849171044
0.96068,-2.96740074440647,0.491748921260782
0.9681775,-2.97823489556811,0.483360701020151
0.975675,-2.98906758247135,0.474973191935502
0.9831725,-2.9998987960848,0.466586397459901
0.99067,-3.01072852742461,0.458200321013336
0.9981675,-3.02155676755459,0.449814965982916
1.005665,-3.03238350758641,0.441430335723086
1.0131625,-3.04320873867968,0.433046433555844
1.02066,-3.0540324520421,0.424663262770962
1.0281575,-3.06485463892965,0.41628082662622
1.035655,-3.07567529064662,0.407899128347642
1.0431525,-3.08649439854581,0.399518171129735
1.05065,-3.09731195402862,0.391137958135736
1.0581475,-3.10812794854517,0.382758492497873
1.065645,-3.11894237359439,0.374379777317612
1.0731425,-3.12975522072416,0.366001815665935
1.08064,-3.14056648153139,0.3576246105836
1.0881375,3.13180915951748,0.34924816508142
1.095635,3.12100109636801,0.340872482140542
1.1031325,3.11019464445523,0.332497564712737
1.11063,3.09938981198518,0.324123415720684
1.1181275,3.08858660711443,0.315750038058269
1.125625,3.07778503795,0.307377434590886
1.1331225,3.06698511254929,0.299005608155739
1.14062,3.05618683892003,0.290634561562152
1.1481175,3.04539022502019,0.282264297591884
1.155615,3.03459527875795,0.273894818999443
1.1631125,3.02380200799164,0.265526128512414
1.17061,3.01301042052967,0.257158228831778
1.1781075,3.00222052413051,0.248791122632247
1.185605,2.99143232650264,0.240424812562594
1.1931025,2.98064583530452,0.232059301245992
1.2006,2.96986105814455,0.223694591280355
1.2080975,2.95907800258106,0.21533068523868
1.215595,2.94829667612226,0.206967585669397
1.2230925,2.93751708622624,0.198605295096713
1.23059,2.92673924030097,0.190243816020975
1.2380875,2.91596314570423,0.181883150919018
1.245585,2.90518880974368,0.173523302244527
1.2530825,2.89441623967682,0.165164272428396
1.26058,2.88364544271097,0.156806063879098
1.2680775,2.87287642600334,0.148448678983041
1.275575,2.86210919666096,0.140092120104945
1.2830725,2.85134376174076,0.131736389588206
1.29057,2.84058012824956,0.123381489755274
1.2980675,2.8298183031441,0.115027422908019
1.305565,2.81905829333105,0.106674191328113
1.3130625,2.80830010566705,0.0983217972774038
1.32056,2.79754374695877,0.089970242998292
1.3280575,2.7867892239629,0.0816195307141119
1.335555,2.77603654338624,0.0732696626295105
1.3430525,2.76528571188569,0.0649206409308285
1.35055,2.75453673606835,0.0565724677864819
1.3580475,2.74378962249157,0.0482251453473446
1.365545,2.73304437766296,0.0398786757471301
1.3730425,2.7223010080405,0.0315330611027747
1.38054,2.71155952003259,0.0231883035148199
1.3880375,2.7008199199981,0.0148444050677957
1.395535,2.69008221424647,0.00650136783060355
1.4030325,2.67934640903775,-0.00184080614310326
1.41053,2.66861251058271,-0.0101821148145357
1.4180275,2.65788052504292,-0.0185225561593893
1.425525,2.64715045853082,-0.0268621281674634
1.4330225,2.63642231710979,-0.0352008288422819
1.44052,2.62569610679431,-0.0435386562007154
1.4480175,2.61497183354997,-0.0518756082726034
1.455515,2.60424950329362,-0.0602116831003806
1.4630125,2.59352912189349,-0.0685468787387005
1.47051,2.58281069516922,-0.0768811932540656
1.4780075,2.57209422889205,-0.0852146247244555
1.485505,2.56137972878486,-0.0935471712389591
1.4930025,2.55066720052235,-0.101878830897408
1.5005,2.5399566497311,-0.110209601810015
1.5079975,2.52924808198972,-0.11853948209701
1.515495,2.51854150282898,-0.12686846988828
1.5229925,2.50783691773189,-0.13519656332302
1.53049,2.49713433213388,-0.143523760549371
1.5379875,2.48643375142291,-0.151850059724079
1.545485,2.47573518093959,-0.160175459012142
1.5529825,2.46503862597733,-0.168499956586469
1.56048,2.45434409178247,-0.176823550627539
1.5679775,2.44365158355444,-0.18514623932307
1.575475,2.43296110644587,-0.19346802086768
1.5829725,2.42227266556275,-0.201788893462563
1.59047,2.41158626596459,-0.210108855315165
1.5979675,2.40090191266457,-0.218427904638862
1.605465,2.39021961062964,-0.226746039652647
1.6129625,2.37953936478076,-0.235063258580818
1.62046,2.36886117999298,-0.243379559652673
1.6279575,2.35818506109562,-0.251694941102208
1.635455,2.34751101287245,-0.260009401167823
1.6429525,2.33683904006183,-0.268322938092026
1.65045,2.32616914735688,-0.276635550121156
1.6579475,2.31550133940563,-0.284947235505093
1.665445,2.30483562081122,-0.293257992496993
1.6729425,2.29417199613201,-0.301567819353011
1.68044,2.28351046988182,-0.309876714332044
1.6879375,2.27285104653004,-0.318184675695471
1.695435,2.26219373050181,-0.326491701706904
1.7029325,2.25153852617824,-0.334797790631942
1.71043,2.24088543789652,-0.343102940737936
1.7179275,2.23023446995014,-0.351407150293752
1.725425,2.21958562658904,-0.359710417569552
1.7329225,2.20893891201979,-0.368012740836575
1.74042,2.19829433040578,-0.376314118366924
1.7479175,2.18765188586739,-0.384614548433361
1.755415,2.17701158248215,-0.392914029309118
1.7629125,2.16637342428496,-0.401212559267697
1.77041,2.15573741526823,-0.409510136582697
1.7779075,2.14510355938207,-0.417806759527636
1.785405,2.13447186053449,-0.426102426375785
1.7929025,2.12384232259156,-0.43439713540001
1.8004,2.11321494937758,-0.442690884872622
1.8078975,2.1025897446753,-0.450983673065232
1.815395,2.09196671222606,-0.459275498248621
1.8228925,2.08134585573,-0.46756635869261
1.83039,2.0707271788462,-0.475856252665944
1.8378875,2.06011068519292,-0.484145178436186
1.845385,2.04949637834772,-0.492433134269612
1.8528825,2.03888426184769,-0.500720118431122
1.86038,2.02827433918958,-0.509006129184159
1.8678775,2.01766661383002,-0.517291164790632
1.875375,2.00706108918567,-0.525575223510856
1.8828725,1.9964577686334,-0.533858303603492
1.89037,1.98585665551048,-0.542140403325505
1.8978675,1.97525775311476,-0.550421520932127
1.905365,1.96466106470481,-0.558701654676828
