"Freq [GHz]","dB(S(waveport1:1,antenna)) []"
1.0731425,-48.7200461252109
1.08064,-48.6607716860192
1.0881375,-48.6019213510671
1.095635,-48.5434893350585
1.1031325,-48.4854699700625
1.11063,-48.427857702334
1.1181275,-48.3706470892399
1.125625,-48.3138327962896
1.1331225,-48.2574095942633
1.14062,-48.2013723564348
1.1481175,-48.1457160558863
1.155615,-48.0904357629101
1.1631125,-48.0355266424943
1.17061,-47.9809839518898
1.1781075,-47.9268030382547
1.185605,-47.8729793363735
1.1931025,-47.8195083664487
1.2006,-47.7663857319611
1.2080975,-47.713607117597
1.215595,-47.66116828724
1.2230925,-47.6090650820236
1.23059,-47.5572934184447
1.2380875,-47.5058492865333
1.245585,-47.4547287480784
1.2530825,-47.4039279349065
1.26058,-47.353443047212
1.2680775,-47.3032703519371
1.275575,-47.2534061811993
1.2830725,-47.2038469307652
1.29057,-47.154589058569
1.2980675,-47.1056290832735
1.305565,-47.0569635828731
1.3130625,-47.0085891933364
1.32056,-46.9605026072882
1.3280575,-46.912700572728
1.335555,-46.865179891785
1.3430525,-46.8179374195086
1.35055,-46.7709700626913
1.3580475,-46.7242747787256
1.365545,-46.6778485744916
1.3730425,-46.6316885052753
1.38054,-46.5857916737164
1.3880375,-46.5401552287849
1.395535,-46.4947763647847
1.4030325,-46.4496523203847
1.41053,-46.4047803776751
1.4180275,-46.3601578612491
1.425525,-46.315782137309
1.4330225,-46.2716506127952
1.44052,-46.2277607345386
1.4480175,-46.1841099884348
1.455515,-46.1406958986395
1.4630125,-46.0975160267847
1.47051,-46.0545679712151
1.4780075,-46.011849366244
1.485505,-45.9693578814273
1.4930025,-45.9270912208574
1.5005,-45.8850471224728
1.5079975,-45.8432233573867
1.515495,-45.8016177292311
1.5229925,-45.7602280735176
1.53049,-45.7190522570142
1.5379875,-45.6780881771364
1.545485,-45.6373337613543
1.5529825,-45.5967869666131
1.56048,-45.5564457787681
1.5679775,-45.5163082120332
1.575475,-45.4763723084423
1.5829725,-45.4366361373241
1.59047,-45.3970977947882
1.5979675,-45.3577554032247
1.605465,-45.3186071108145
1.6129625,-45.2796510910515
1.62046,-45.2408855422753
1.6279575,-45.2023086872158
1.635455,-45.1639187725472
1.6429525,-45.1257140684526
1.65045,-45.0876928681985
1.6579475,-45.0498534877194
1.665445,-45.0121942652105
1.6729425,-44.9747135607312
1.68044,-44.9374097558163
1.6879375,-44.9002812530962
1.695435,-44.8633264759254
1.7029325,-44.8265438680197
1.71043,-44.7899318931007
1.7179275,-44.7534890345483
1.725425,-44.7172137950611
1.7329225,-44.6811046963233
1.74042,-44.6451602786803
1.7479175,-44.6093791008192
1.755415,-44.5737597394581
1.7629125,-44.5383007890408
1.77041,-44.5030008614384
1.7779075,-44.467858585657
1.785405,-44.4328726075518
1.7929025,-44.3980415895469
1.8004,-44.3633642103615
1.8078975,-44.3288391647405
1.815395,-44.2944651631924
1.8228925,-44.2602409317311
1.83039,-44.2261652116238
1.8378875,-44.1922367591438
1.845385,-44.1584543453284
1.8528825,-44.1248167557413
1.86038,-44.0913227902406
1.8678775,-44.0579712627503
1.875375,-44.0247610010377
1.8828725,-43.991690846494
1.89037,-43.95875965392
1.8978675,-43.9259662913157
1.905365,-43.8933096396742
1.9128625,-43.8607885927792
1.92036,-43.8284020570073
1.9278575,-43.7961489511333
1.935355,-43.7640282061395
1.9428525,-43.732038765029
1.95035,-43.7001795826418
1.9578475,-43.6684496254755
1.965345,-43.6368478715084
1.9728425,-43.6053733100265
1.98034,-43.5740249414535
1.9878375,-43.5428017771842
1.995335,-43.5117028394209
2.0028325,-43.4807271610127
2.01033,-43.4498737852982
2.0178275,-43.4191417659505
2.025325,-43.3885301668256
2.0328225,-43.3580380618134
2.04032,-43.3276645346912
2.0478175,-43.29740867898
2.055315,-43.2672695978037
2.0628125,-43.2372464037503
2.07031,-43.207338218736
2.0778075,-43.1775441738717
2.085305,-43.1478634093316
2.0928025,-43.1182950742242
2.1003,-43.0888383264663
2.1077975,-43.0594923326578
2.115295,-43.03025626796
2.1227925,-43.0011293159757
2.13029,-42.9721106686308
2.1377875,-42.9431995260587
2.145285,-42.9143950964862
2.1527825,-42.8856965961219
2.16028,-42.8571032490456
2.1677775,-42.828614287101
2.175275,-42.8002289497886
2.1827725,-42.7719464841618
2.19027,-42.743766144724
2.1977675,-42.7156871933276
2.205265,-42.6877088990747
2.2127625,-42.6598305382199
2.22026,-42.6320513940736
2.2277575,-42.6043707569086
2.235255,-42.5767879238663
2.2427525,-42.5493021988664
2.25025,-42.5219128925164
2.2577475,-42.4946193220237
2.265245,-42.467420811109
2.2727425,-42.4403166899203
2.28024,-42.4133062949496
2.2877375,-42.3863889689498
2.295235,-42.3595640608535
2.3027325,-42.3328309256933
2.31023,-42.3061889245229
2.3177275,-42.2796374243396
2.325225,-42.2531757980084
2.3327225,-42.226803424187
2.34022,-42.2005196872519
2.3477175,-42.1743239772263
2.355215,-42.1482156897078
2.3627125,-42.1221942257994
2.37021,-42.096258992039
2.3777075,-42.0704094003324
2.385205,-42.0446448678859
2.3927025,-42.0189648171402
2.4002,-41.993368675706
2.4076975,-41.9678558762995
2.415195,-41.9424258566802
2.4226925,-41.9170780595886
2.43019,-41.8918119326853
2.4376875,-41.8666269284913
2.445185,-41.8415225043287
2.4526825,-41.8164981222628
2.46018,-41.7915532490447
2.4676775,-41.7666873560553
2.475175,-41.7418999192494
2.4826725,-41.7171904191016
2.49017,-41.6925583405523
2.4976675,-41.668003172955
2.505165,-41.6435244100239
2.5126625,-41.6191215497829
2.52016,-41.5947940945152
2.5276575,-41.5705415507134
2.535155,-41.5463634290305
2.5426525,-41.5222592442321
2.55015,-41.4982285151487
2.5576475,-41.4742707646291
2.565145,-41.4503855194944
2.5726425,-41.4265723104929
2.58014,-41.4028306722554
2.5876375,-41.3791601432514
2.595135,-41.355560265746
2.6026325,-41.3320305857572
2.61013,-41.3085706530144
2.6176275,-41.2851800209171
2.625125,-41.2618582464941
2.6326225,-41.2386048903641
2.64012,-41.2154195166961
2.6476175,-41.1923016931707
2.655115,-41.1692509909424
2.6626125,-41.1462669846018
2.67011,-41.1233492521391
2.6776075,-41.1004973749076
2.685105,-41.0777109375882
2.6926025,-41.0549895281541
2.7001,-41.0323327378366
2.7075975,-41.0097401610906
2.715095,-40.987211395562
2.7225925,-40.9647460420539
2.73009,-40.9423437044949
2.7375875,-40.9200039899071
2.745085,-40.8977265083748
2.7525825,-40.8755108730137
2.76008,-40.8533566999409
2.7675775,-40.8312636082447
2.775075,-40.8092312199559
2.7825725,-40.7872591600188
2.79007,-40.7653470562627
2.7975675,-40.7434945393748
2.805065,-40.7217012428722
2.8125625,-40.6999668030756
2.82006,-40.6782908590827
2.8275575,-40.6566730527426
2.835055,-40.63511302863
2.8425525,-40.6136104340208
2.85005,-40.5921649188669
2.8575475,-40.570776135773
2.865045,-40.5494437399721
2.8725425,-40.5281673893031
2.88004,-40.5069467441878
2.8875375,-40.4857814676083
2.895035,-40.4646712250858
2.9025325,-40.4436156846585
2.91003,-40.4226145168609
2.9175275,-40.4016673947034
2.925025,-40.3807739936517
2.9325225,-40.3599339916071
2.94002,-40.3391470688875
2.9475175,-40.3184129082081
2.955015,-40.2977311946628
2.9625125,-40.2771016157064
2.97001,-40.2565238611363
2.9775075,-40.2359976230757
2.985005,-40.215522595956
2.9925025,-40.1950984765008
3,-40.1747249637093

