"Freq [GHz]","atan(im(S(antenna,antenna))/(1+re(S(antenna,antenna))))-atan((-im(S(antenna,antenna))/(1-re(S(antenna,antenna))))) [deg]","re(Zo(antenna))*(sqrt((1+re(S(antenna,antenna)))**2+im(S(antenna,antenna))**2))/(sqrt((1-re(S(antenna,antenna)))**2+im(S(antenna,antenna))**2))_1 []"
0.6682775,-89.9976024485938,1.73875872380058
0.675775,-89.9975753854572,1.7193784600202
0.6832725,-89.9975483170493,1.7004225240749
0.69077,-89.9975212433229,1.68187709911306
0.6982675,-89.9974941642317,1.66372896170398
0.705765,-89.9974670797285,1.64596545031766
0.7132625,-89.9974399897673,1.62857443579254
0.72076,-89.9974128943011,1.61154429364643
0.7282575,-89.9973857932844,1.59486387809785
0.735755,-89.9973586866713,1.57852249767572
0.7432525,-89.9973315744154,1.56250989230524
0.75075,-89.9973044564716,1.54681621176681
0.7582475,-89.997277332794,1.53143199543293
0.765745,-89.9972502033373,1.51634815319549
0.7732425,-89.9972230680562,1.50155594750265
0.78074,-89.9971959269056,1.4870469764307
0.7882375,-89.9971687798403,1.4728131577221
0.795735,-89.9971416268155,1.45884671372576
0.8032325,-89.9971144677863,1.44514015718088
0.81073,-89.9970873027077,1.4316862777895
0.8182275,-89.9970601315351,1.4184781295273
0.825725,-89.9970329542241,1.40550901864574
0.8332225,-89.9970057707299,1.39277249232189
0.84072,-89.9969785810081,1.38026232791564
0.8482175,-89.9969513850141,1.36797252279659
0.855715,-89.9969241827033,1.35589728470581
0.8632125,-89.996896974032,1.34403102261983
0.87071,-89.9968697589551,1.33236833808668
0.8782075,-89.9968425374284,1.32090401700566
0.885705,-89.9968153094078,1.30963302182472
0.8932025,-89.9967880748485,1.29855048413069
0.9007,-89.9967608337063,1.28765169760971
0.9081975,-89.9967335859373,1.27693211135625
0.915695,-89.9967063314962,1.26638732351086
0.9231925,-89.9966790703392,1.25601307520798
0.93069,-89.9966518024216,1.24580524481623
0.9381875,-89.9966245276987,1.23575984245488
0.945685,-89.9965972461261,1.22587300477119
0.9531825,-89.9965699576591,1.21614098996423
0.96068,-89.9965426622526,1.20656017304168
0.9681775,-89.9965153598621,1.19712704129702
0.975675,-89.9964880504422,1.18783818999534
0.9831725,-89.9964607339485,1.17869031825638
0.99067,-89.9964334103353,1.16968022512469
0.9981675,-89.9964060795573,1.16080480581678
1.005665,-89.9963787415695,1.15206104813618
1.0131625,-89.9963513963257,1.14344602904769
1.02066,-89.9963240437807,1.13495691140257
1.0281575,-89.9962966838885,1.12659094080707
1.035655,-89.996269316603,1.11834544262697
1.0431525,-89.996241941878,1.11021781912123
1.05065,-89.996214559667,1.10220554669844
1.0581475,-89.9961871699236,1.0943061732899
1.065645,-89.996159772601,1.08651731583355
1.0731425,-89.9961323676522,1.07883665786339
1.08064,-89.99610495503,1.07126194719929
1.0881375,-89.996077534687,1.06379099373223
1.095635,-89.9960501065756,1.05642166730054
1.1031325,-89.9960226706478,1.0491518956527
1.11063,-89.9959952268556,1.04197966249271
1.1181275,-89.9959677751506,1.034903005604
1.125625,-89.9959403154842,1.02792001504845
1.1331225,-89.9959128478075,1.0210288314368
1.14062,-89.9958853720713,1.0142276442673
1.1481175,-89.9958578882263,1.00751469032952
1.155615,-89.9958303962228,1.0008882521702
1.1631125,-89.9958028960105,.99434665661847
1.17061,-89.9957753875395,.987888273367798
1.1781075,-89.9957478707589,.981511513611992
1.185605,-89.9957203456178,.975214828733026
1.1931025,-89.995692812065,.968996709038312
1.2006,-89.9956652700489,.962855682545286
1.2080975,-89.9956377195179,.95679031381126
1.215595,-89.9956101604194,.950799202806567
1.2230925,-89.995582592701,.94488098382916
1.23059,-89.9955550163097,.939034324458882
1.2380875,-89.9955274311924,.933257924549737
1.245585,-89.9954998372953,.92755051525855
1.2530825,-89.9954722345645,.921910858108503
1.26058,-89.9954446229457,.916337744086087
1.2680775,-89.9954170023843,.910829992770087
1.275575,-89.995389372825,.905386451491293
1.2830725,-89.9953617342125,.900005994521659
1.29057,-89.9953340864908,.894687522291736
1.2980675,-89.9953064296039,.889429960635222
1.305565,-89.995278763495,.884232260059537
1.3130625,-89.9952510881072,.879093395041398
1.32056,-89.9952234033832,.874012363346378
1.3280575,-89.9951957092649,.868988185371525
1.335555,-89.9951680056945,.864019903510114
1.3430525,-89.9951402926131,.85910658153768
1.35055,-89.9951125699618,.854247304018503
1.3580475,-89.9950848376812,.849441175731752
1.365545,-89.9950570957115,.84468732111653
1.3730425,-89.9950293439927,.839984883735107
1.38054,-89.9950015824637,.835333025753637
1.3880375,-89.9949738110638,.830730927439709
1.395535,-89.9949460297316,.826177786676093
1.4030325,-89.9949182384051,.821672818490077
1.41053,-89.994890437022,.817215254597811
1.4180275,-89.9948626255197,.812804342963114
1.425525,-89.9948348038352,.808439347370191
1.4330225,-89.9948069719047,.804119547009778
1.44052,-89.9947791296646,.799844236078198
1.4480175,-89.9947512770504,.795612723388882
1.455515,-89.9947234139974,.791424331995888
1.4630125,-89.9946955404405,.787278398829005
1.47051,-89.9946676563142,.783174274340014
1.4780075,-89.9946397615526,.779111322159715
1.485505,-89.9946118560891,.775088918765344
1.4930025,-89.9945839398573,.771106453158005
1.5005,-89.9945560127899,.767163326549782
1.5079975,-89.9945280748194,.763258952060173
1.515495,-89.9945001258779,.75939275442154
1.5229925,-89.9944721658971,.755564169693266
1.53049,-89.9944441948083,.7517726449843
1.5379875,-89.9944162125428,.748017638183828
1.545485,-89.9943882190307,.744298617699777
1.5529825,-89.9943602142026,.7406150622049
1.56048,-89.9943321979883,.736966460390171
1.5679775,-89.9943041703172,.733352310725269
1.575475,-89.9942761311186,.729772121225884
1.5829725,-89.9942480803213,.726225409227649
1.59047,-89.9942200178538,.722711701166462
1.5979675,-89.9941919436443,.719230532364987
1.605465,-89.9941638576207,.715781446825147
1.6129625,-89.9941357597105,.712363997026392
1.62046,-89.994107649841,.708977743729582
1.6279575,-89.994079527939,.705622255786272
1.635455,-89.9940513939313,.702297109953257
1.6429525,-89.9940232477444,.699001890712189
1.65045,-89.9939950893042,.695736190094108
1.6579475,-89.9939669185365,.692499607508738
1.665445,-89.9939387353673,.689291749578394
1.6729425,-89.9939105397215,.686112229976349
1.68044,-89.9938823315245,.682960669269535
1.6879375,-89.9938541107012,.679836694765433
1.695435,-89.9938258771762,.676739940363026
1.7029325,-89.993797630874,.673670046407683
1.71043,-89.9937693717189,.670626659549872
1.7179275,-89.9937410996352,.667609432607561
1.725425,-89.9937128145467,.664618024432212
1.7329225,-89.9936845163773,.661652099778253
1.74042,-89.9936562050506,.658711329175921
1.7479175,-89.9936278804902,.655795388807378
1.755415,-89.9935995426197,.652903960386008
1.7629125,-89.9935711913621,.650036731038782
1.77041,-89.9935428266409,.647193393191624
1.7779075,-89.9935144483791,.644373644457667
1.785405,-89.9934860564999,.641577187528333
1.7929025,-89.9934576509263,.63880373006714
1.8004,-89.9934292315815,.636052984606163
1.8078975,-89.9934007983883,.633324668445073
1.815395,-89.9933723512698,.630618503552678
1.8228925,-89.9933438901489,.627934216470891
1.83039,-89.9933154149487,.62527153822106
1.8378875,-89.9932869255923,.622630204212593
1.845385,-89.9932584220029,.620009954153809
1.8528825,-89.9932299041036,.617410531964955
1.86038,-89.9932013718177,.614831685693341
1.8678775,-89.9931728250685,.612273167430524
1.875375,-89.9931442637797,.609734733231554
1.8828725,-89.9931156878748,.607216143036381
1.89037,-89.9930870972776,.604717160594752
1.8978675,-89.993058491912,.602237553439843
1.905365,-89.9930298717023,.599777092474008
1.9128625,-89.9930012365727,.597335552723259
1.92036,-89.9929725864477,.59491271229228
1.9278575,-89.9929439212521,.592508352880067
1.935355,-89.9929152409111,.590122259559767
1.9428525,-89.9928865453496,.587754220720018
1.95035,-89.9928578344935,.585404028001929
1.9578475,-89.9928291082685,.583071476236941
1.965345,-89.9928003666005,.580756363386019
1.9728425,-89.9927716094164,.578458490480186
1.98034,-89.9927428366427,.5761776615624
1.9878375,-89.9927140482068,.573913683630743
1.995335,-89.9926852440358,.571666366582887
2.0028325,-89.992656424058,.569435523161807
2.01033,-89.9926275882015,.567220968902709
2.0178275,-89.9925987363949,.565022522081137
2.025325,-89.9925698685675,.562840003662236
2.0328225,-89.9925409846488,.560673237251133
2.04032,-89.9925120845686,.558522049044418
2.0478175,-89.9924831682576,.556386267782683
2.055315,-89.9924542356465,.554265724704106
2.0628125,-89.9924252866667,.552160253499041
2.07031,-89.9923963212502,.550069690265599
2.0778075,-89.9923673393291,.547993873466185
2.085305,-89.9923383408364,.54593264388498
2.0928025,-89.9923093257056,.543885844586329
2.1003,-89.9922802938701,.541853320874023
2.1077975,-89.9922512452648,.539834920251451
2.115295,-89.9922221798242,.537830492382592
2.1227925,-89.9921930974839,.535839889053846
2.13029,-89.9921639981799,.533862964136656
2.1377875,-89.9921348818484,.531899573550929
2.145285,-89.9921057484266,.529949575229209
2.1527825,-89.9920765978518,.528012829081617
2.16028,-89.9920474300622,.526089196961501
2.1677775,-89.9920182449961,.524178542631812
2.175275,-89.9919890425927,.52228073173217
2.1827725,-89.9919598227912,.520395631746607
2.19027,-89.9919305855317,.518523111971972
2.1977675,-89.9919013307545,.516663043486985
2.205265,-89.9918720584005,.514815299121921
2.2127625,-89.9918427684109,.512979753428905
2.22026,-89.9918134607272,.511156282652817
2.2277575,-89.9917841352915,.509344764702773
2.235255,-89.9917547920461,.507545079124186
2.2427525,-89.9917254309336,.505757107071391
2.25025,-89.9916960518969,.503980731280803
2.2577475,-89.9916666548789,.502215836044624
2.265245,-89.9916372398231,.500462307185059
2.2727425,-89.9916078066729,.498720032029052
2.28024,-89.9915783553716,.496988899383511
2.2877375,-89.991548885863,.495268799511026
2.295235,-89.9915193980904,.493559624106054
2.3027325,-89.9914898919972,.491861266271582
2.31023,-89.9914603675266,.490173620496227
2.3177275,-89.9914308246217,.488496582631791
2.325225,-89.991401263225,.486830049871247
2.3327225,-89.9913716832788,.485173920727143
2.34022,-89.9913420847248,.483528095010431
2.3477175,-89.991312467504,.481892473809689
2.355215,-89.9912828315569,.480266959470745
2.3627125,-89.9912531768229,.478651455576689
2.37021,-89.9912235032408,.47704586692826
2.3777075,-89.9911938107479,.475450099524603
2.385205,-89.9911640992805,.473864060544391
2.3927025,-89.9911343687735,.472287658327296
2.4002,-89.9911046191602,.470720802355811
2.4076975,-89.9910748503722,.469163403237408
2.415195,-89.9910450623392,.467615372687024
2.4226925,-89.9910152549889,.466076623509878
2.43019,-89.9909854282467,.464547069584599
2.4376875,-89.9909555820353,.463026625846663
2.445185,-89.9909257162749,.46151520827214
2.4526825,-89.9908958308827,.460012733861731
2.46018,-89.9908659257726,.4585191206251
2.4676775,-89.9908360008549,.457034287565482
2.475175,-89.9908060560364,.455558154664583
2.4826725,-89.9907760912195,.45409064286774
2.49017,-89.9907461063024,.452631674069348
2.4976675,-89.9907161011784,.451181171098556
2.505165,-89.9906860757357,.449739057705212
2.5126625,-89.9906560298573,.448305258546057
2.52016,-89.9906259634197,.446879699171165
2.5276575,-89.9905958762937,.445462306010625
2.535155,-89.9905657683429,.444053006361451
2.5426525,-89.9905356394238,.442651728374731
2.55015,-89.9905054893853,.441258401042987
2.5576475,-89.9904753180678,.439872954187769
2.565145,-89.9904451253028,.438495318447456
2.5726425,-89.9904149109129,.43712542526527
2.58014,-89.99038467471,.435763206877495
2.5876375,-89.9903544164956,.434408596301902
2.595135,-89.99032413606,.433061527326367
2.6026325,-89.9902938331811,.43172193449769
2.61013,-89.9902635076241,.430389753110593
2.6176275,-89.9902331591404,.429064919196916
2.625125,-89.990202787467,.427747369514989
2.6326225,-89.9901723923253,.426437041539182
2.64012,-89.9901419734205,.425133873449629
2.6476175,-89.9901115304403,.423837804122131
2.655115,-89.990081063054,.422548773118216
2.6626125,-89.9900505709114,.421266720675372
2.67011,-89.9900200536416,.419991587697436
2.6776075,-89.9899895108517,.418723315745139
2.685105,-89.9899589421257,.417461847026814
2.6926025,-89.9899283470228,.416207124389246
2.7001,-89.9898977250764,.414959091308675
2.7075975,-89.9898670757921,.413717691881942
2.715095,-89.9898363986466,.412482870817779
2.7225925,-89.9898056930857,.41125457342824
2.73009,-89.9897749585226,.41003274562026
2.7375875,-89.9897441943358,.408817333887358
2.745085,-89.9897133998676,.407608285301467
2.7525825,-89.9896825744218,.406405547504887
2.76008,-89.9896517172612,.405209068702372
2.7675775,-89.9896208276061,.404018797653336
2.775075,-89.9895899046309,.402834683664174
2.7825725,-89.989558947462,.401656676580713
2.79007,-89.9895279551753,.400484726780769
2.7975675,-89.9894969267931,.399318785166816
2.805065,-89.9894658612811,.398158803158775
2.8125625,-89.989434757545,.397004732686899
2.82006,-89.989403614428,.395856526184777
2.8275575,-89.9893724307061,.394714136582428
2.835055,-89.9893412050854,.393577517299507
2.8425525,-89.9893099361975,.392446622238607
2.85005,-89.9892786225959,.391321405778656
2.8575475,-89.9892472627511,.390201822768407
2.865045,-89.9892158550465,.389087828520031
2.8725425,-89.9891843977731,.387979378802789
2.88004,-89.9891528891247,.386876429836795
2.8875375,-89.9891213271923,.385778938286876
2.895035,-89.9890897099584,.384686861256496
2.9025325,-89.989058035291,.383600156281788
2.91003,-89.9890263009375,.382518781325641
2.9175275,-89.9889945045173,.381442694771886
2.925025,-89.9889626435151,.380371855419546
2.9325225,-89.9889307152735,.379306222477165
2.94002,-89.988898716985,.378245755557209
2.9475175,-89.9888666456831,.377190414670541
2.955015,-89.988834498234,.376140160220957
2.9625125,-89.9888022713271,.375094952999796
2.97001,-89.9887699614646,.374054754180614
2.9775075,-89.9887375649517,.373019525313913
2.985005,-89.9887050778848,.371989228321946
2.9925025,-89.9886724961402,.370963825493565
3,-89.9886398153611,.369943279479138

